pattern,numerator,denominator,power,time frame,occurred
"(1, 3, 6)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 3, 6)",6.0,6.0,0.03952199104714706,30,6.0
"(1, 3, 7)",21.0,26.0,0.034131938667874805,5,31.0
"(1, 3, 7)",23.0,26.0,0.003000745253918872,10,31.0
"(1, 3, 7)",22.0,26.0,0.011473485239964418,15,31.0
"(1, 3, 7)",25.0,26.0,7.055271524752006e-05,20,31.0
"(1, 3, 7)",26.0,26.0,4.225255037305369e-06,30,31.0
"(1, 3, 7)",21.0,24.0,0.006011893552812232,60,31.0
"(1, 5, 1)",17.0,19.0,0.008030615157419435,10,24.0
"(1, 5, 1)",17.0,19.0,0.008030615157419435,15,24.0
"(1, 5, 1)",19.0,19.0,0.00010450618610236765,20,24.0
"(1, 5, 1)",19.0,19.0,0.00010450618610236765,30,24.0
"(1, 5, 1)",19.0,19.0,0.00010450618610236765,60,24.0
"(1, 5, 3)",19.0,21.0,0.0038392211720360407,10,26.0
"(1, 5, 3)",18.0,21.0,0.016484934398194484,15,26.0
"(1, 5, 3)",21.0,21.0,4.178906403852619e-05,20,26.0
"(1, 5, 3)",21.0,21.0,4.178906403852619e-05,30,26.0
"(1, 5, 3)",20.0,21.0,0.0005763002184760189,60,26.0
"(1, 5, 5)",17.0,19.0,0.008030615157419435,10,24.0
"(1, 5, 5)",17.0,19.0,0.008030615157419435,15,24.0
"(1, 5, 5)",19.0,19.0,0.00010450618610236765,20,24.0
"(1, 5, 5)",19.0,19.0,0.00010450618610236765,30,24.0
"(1, 5, 5)",19.0,19.0,0.00010450618610236765,60,24.0
"(1, 5, 7)",19.0,21.0,0.0038392211720360407,10,26.0
"(1, 5, 7)",18.0,21.0,0.016484934398194484,15,26.0
"(1, 5, 7)",21.0,21.0,4.178906403852619e-05,20,26.0
"(1, 5, 7)",21.0,21.0,4.178906403852619e-05,30,26.0
"(1, 5, 7)",20.0,21.0,0.0005763002184760189,60,26.0
"(1, 7, 1)",18.0,20.0,0.005563636611966736,10,25.0
"(1, 7, 1)",18.0,20.0,0.005563636611966736,15,25.0
"(1, 7, 1)",20.0,20.0,6.608502560386678e-05,20,25.0
"(1, 7, 1)",20.0,20.0,6.608502560386678e-05,30,25.0
"(1, 7, 1)",19.0,20.0,0.0008729293960723854,60,25.0
"(1, 7, 2)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 7, 2)",6.0,6.0,0.03952199104714706,30,6.0
"(1, 7, 3)",21.0,26.0,0.034131938667874805,5,31.0
"(1, 7, 3)",23.0,26.0,0.003000745253918872,10,31.0
"(1, 7, 3)",22.0,26.0,0.011473485239964418,15,31.0
"(1, 7, 3)",25.0,26.0,7.055271524752006e-05,20,31.0
"(1, 7, 3)",26.0,26.0,4.225255037305369e-06,30,31.0
"(1, 7, 3)",21.0,24.0,0.006011893552812232,60,31.0
"(1, 7, 5)",18.0,20.0,0.005563636611966736,10,25.0
"(1, 7, 5)",18.0,20.0,0.005563636611966736,15,25.0
"(1, 7, 5)",20.0,20.0,6.608502560386678e-05,20,25.0
"(1, 7, 5)",20.0,20.0,6.608502560386678e-05,30,25.0
"(1, 7, 5)",19.0,20.0,0.0008729293960723854,60,25.0
"(1, 7, 6)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 7, 6)",6.0,6.0,0.03952199104714706,30,6.0
"(1, 7, 7)",21.0,26.0,0.034131938667874805,5,31.0
"(1, 7, 7)",23.0,26.0,0.003000745253918872,10,31.0
"(1, 7, 7)",22.0,26.0,0.011473485239964418,15,31.0
"(1, 7, 7)",25.0,26.0,7.055271524752006e-05,20,31.0
"(1, 7, 7)",26.0,26.0,4.225255037305369e-06,30,31.0
"(1, 7, 7)",21.0,24.0,0.006011893552812232,60,31.0
"(2, 3, 2)",14.0,16.0,0.023481460072180015,15,16.0
"(2, 3, 3)",17.0,20.0,0.022832486430135614,15,22.0
"(3, 1, 1)",18.0,20.0,0.005563636611966736,10,26.0
"(3, 1, 1)",18.0,20.0,0.005563636611966736,15,26.0
"(3, 1, 1)",20.0,20.0,6.608502560386678e-05,20,26.0
"(3, 1, 1)",20.0,20.0,6.608502560386678e-05,30,26.0
"(3, 1, 1)",19.0,20.0,0.0008729293960723854,60,26.0
"(3, 1, 3)",21.0,26.0,0.034131938667874805,5,31.0
"(3, 1, 3)",22.0,25.0,0.004255965992592287,10,31.0
"(3, 1, 3)",22.0,25.0,0.004255965992592287,15,31.0
"(3, 1, 3)",25.0,25.0,6.681827637683693e-06,20,31.0
"(3, 1, 3)",25.0,25.0,6.681827637683693e-06,30,31.0
"(3, 1, 3)",20.0,23.0,0.00845540133136828,60,31.0
"(3, 1, 5)",18.0,20.0,0.005563636611966736,10,26.0
"(3, 1, 5)",18.0,20.0,0.005563636611966736,15,26.0
"(3, 1, 5)",20.0,20.0,6.608502560386678e-05,20,26.0
"(3, 1, 5)",20.0,20.0,6.608502560386678e-05,30,26.0
"(3, 1, 5)",19.0,20.0,0.0008729293960723854,60,26.0
"(3, 1, 7)",21.0,26.0,0.034131938667874805,5,31.0
"(3, 1, 7)",22.0,25.0,0.004255965992592287,10,31.0
"(3, 1, 7)",22.0,25.0,0.004255965992592287,15,31.0
"(3, 1, 7)",25.0,25.0,6.681827637683693e-06,20,31.0
"(3, 1, 7)",25.0,25.0,6.681827637683693e-06,30,31.0
"(3, 1, 7)",20.0,23.0,0.00845540133136828,60,31.0
"(3, 2, 3)",15.0,18.0,0.04298743634207189,30,22.0
"(3, 3, 1)",21.0,26.0,0.034131938667874805,5,31.0
"(3, 3, 1)",22.0,24.0,0.0012356935903061227,10,31.0
"(3, 3, 1)",21.0,24.0,0.006011893552812232,15,31.0
"(3, 3, 1)",24.0,24.0,1.056665457173542e-05,20,31.0
"(3, 3, 1)",24.0,24.0,1.056665457173542e-05,30,31.0
"(3, 3, 1)",19.0,22.0,0.011836308625596113,60,31.0
"(3, 3, 2)",18.0,22.0,0.03856590681803681,15,22.0
"(3, 3, 2)",16.0,19.0,0.03143339174622448,30,22.0
"(3, 3, 3)",37.0,48.0,0.023861189577590855,5,53.0
"(3, 3, 3)",39.0,46.0,0.0008623555316934037,10,53.0
"(3, 3, 3)",39.0,46.0,0.0008623555316934037,15,53.0
"(3, 3, 3)",41.0,46.0,5.557899486804131e-05,20,53.0
"(3, 3, 3)",40.0,43.0,5.150357026657251e-06,30,53.0
"(3, 3, 5)",24.0,30.0,0.0299826875675356,5,35.0
"(3, 3, 5)",23.0,28.0,0.019389281034604747,10,35.0
"(3, 3, 5)",24.0,28.0,0.006060490122952731,20,35.0
"(3, 3, 5)",25.0,26.0,7.055271524752006e-05,30,35.0
"(3, 3, 5)",20.0,23.0,0.00845540133136828,60,35.0
"(3, 3, 7)",40.0,52.0,0.020593658679072886,5,57.0
"(3, 3, 7)",40.0,50.0,0.006445153447625036,10,57.0
"(3, 3, 7)",40.0,50.0,0.006445153447625036,15,57.0
"(3, 3, 7)",41.0,50.0,0.0024635572695622886,20,57.0
"(3, 3, 7)",41.0,45.0,1.5367674460968277e-05,30,57.0
"(3, 3, 7)",23.0,29.0,0.038990128143106845,60,57.0
"(3, 5, 1)",18.0,20.0,0.005563636611966736,10,26.0
"(3, 5, 1)",18.0,20.0,0.005563636611966736,15,26.0
"(3, 5, 1)",20.0,20.0,6.608502560386678e-05,20,26.0
"(3, 5, 1)",20.0,20.0,6.608502560386678e-05,30,26.0
"(3, 5, 1)",19.0,20.0,0.0008729293960723854,60,26.0
"(3, 5, 3)",22.0,27.0,0.02580215274483902,5,32.0
"(3, 5, 3)",23.0,26.0,0.003000745253918872,10,32.0
"(3, 5, 3)",22.0,26.0,0.011473485239964418,15,32.0
"(3, 5, 3)",25.0,26.0,7.055271524752006e-05,20,32.0
"(3, 5, 3)",25.0,25.0,6.681827637683693e-06,30,32.0
"(3, 5, 3)",20.0,23.0,0.00845540133136828,60,32.0
"(3, 5, 5)",21.0,24.0,0.006011893552812232,20,32.0
"(3, 5, 5)",21.0,23.0,0.0018088375858068544,30,32.0
"(3, 5, 5)",19.0,21.0,0.0038392211720360407,60,32.0
"(3, 5, 7)",26.0,33.0,0.03381019243396482,5,38.0
"(3, 5, 7)",26.0,30.0,0.003144807648543898,20,38.0
"(3, 5, 7)",26.0,28.0,0.00026204798766723235,30,38.0
"(3, 5, 7)",20.0,24.0,0.021283817168787602,60,38.0
"(3, 6, 3)",18.0,22.0,0.03856590681803681,10,23.0
"(3, 6, 3)",15.0,18.0,0.04298743634207189,30,23.0
"(3, 7, 1)",21.0,26.0,0.034131938667874805,5,31.0
"(3, 7, 1)",22.0,24.0,0.0012356935903061227,10,31.0
"(3, 7, 1)",21.0,24.0,0.006011893552812232,15,31.0
"(3, 7, 1)",24.0,24.0,1.056665457173542e-05,20,31.0
"(3, 7, 1)",24.0,24.0,1.056665457173542e-05,30,31.0
"(3, 7, 1)",19.0,22.0,0.011836308625596113,60,31.0
"(3, 7, 2)",16.0,19.0,0.03143339174622448,30,23.0
"(3, 7, 3)",38.0,49.0,0.019007979762421946,5,54.0
"(3, 7, 3)",40.0,47.0,0.0006330738218624555,10,54.0
"(3, 7, 3)",39.0,47.0,0.0020087640808481417,15,54.0
"(3, 7, 3)",41.0,47.0,0.00017138458163042802,20,54.0
"(3, 7, 3)",40.0,43.0,5.150357026657251e-06,30,54.0
"(3, 7, 5)",28.0,36.0,0.03729146160849537,5,41.0
"(3, 7, 5)",25.0,32.0,0.04333778673273534,20,41.0
"(3, 7, 5)",26.0,29.0,0.0010292759196140653,30,41.0
"(3, 7, 5)",20.0,24.0,0.021283817168787602,60,41.0
"(3, 7, 7)",45.0,59.0,0.019045148734135677,5,64.0
"(3, 7, 7)",42.0,55.0,0.022089436243660537,20,64.0
"(3, 7, 7)",42.0,48.0,0.00012272638292024153,30,64.0
"(4, 4, 4)",3.0,21.0,0.01648493439819448,5,21.0
"(4, 4, 4)",0.0,20.0,6.608502560386678e-05,10,21.0
"(4, 4, 4)",0.0,15.0,0.0006535011082311695,15,21.0
"(4, 4, 4)",0.0,6.0,0.03952199104714706,60,21.0
"(4, 4, 5)",3.0,21.0,0.01648493439819448,5,21.0
"(4, 4, 5)",0.0,20.0,6.608502560386678e-05,10,21.0
"(4, 4, 5)",0.0,15.0,0.0006535011082311695,15,21.0
"(4, 4, 5)",0.0,6.0,0.03952199104714706,60,21.0
"(4, 4, 6)",5.0,27.0,0.025802152744838998,5,27.0
"(4, 4, 6)",4.0,25.0,0.015669495134021896,10,27.0
"(4, 4, 6)",0.0,7.0,0.025232054368863263,60,27.0
"(4, 4, 7)",5.0,27.0,0.025802152744838998,5,27.0
"(4, 4, 7)",4.0,25.0,0.015669495134021896,10,27.0
"(4, 4, 7)",0.0,7.0,0.025232054368863263,60,27.0
"(4, 5, 4)",3.0,21.0,0.01648493439819448,5,21.0
"(4, 5, 4)",0.0,20.0,6.608502560386678e-05,10,21.0
"(4, 5, 4)",0.0,15.0,0.0006535011082311695,15,21.0
"(4, 5, 4)",0.0,6.0,0.03952199104714706,60,21.0
"(4, 5, 5)",3.0,21.0,0.01648493439819448,5,21.0
"(4, 5, 5)",0.0,20.0,6.608502560386678e-05,10,21.0
"(4, 5, 5)",0.0,15.0,0.0006535011082311695,15,21.0
"(4, 5, 5)",0.0,6.0,0.03952199104714706,60,21.0
"(4, 5, 6)",5.0,27.0,0.025802152744838998,5,27.0
"(4, 5, 6)",4.0,25.0,0.015669495134021896,10,27.0
"(4, 5, 6)",0.0,7.0,0.025232054368863263,60,27.0
"(4, 5, 7)",5.0,27.0,0.025802152744838998,5,27.0
"(4, 5, 7)",4.0,25.0,0.015669495134021896,10,27.0
"(4, 5, 7)",0.0,7.0,0.025232054368863263,60,27.0
"(4, 6, 4)",3.0,24.0,0.006011893552812232,5,24.0
"(4, 6, 4)",1.0,23.0,0.00024987652684583796,10,24.0
"(4, 6, 4)",1.0,18.0,0.001990758590712321,15,24.0
"(4, 6, 4)",0.0,6.0,0.03952199104714706,60,24.0
"(4, 6, 5)",3.0,24.0,0.006011893552812232,5,24.0
"(4, 6, 5)",1.0,23.0,0.00024987652684583796,10,24.0
"(4, 6, 5)",1.0,18.0,0.001990758590712321,15,24.0
"(4, 6, 5)",0.0,6.0,0.03952199104714706,60,24.0
"(4, 6, 6)",7.0,34.0,0.026223256663089806,5,34.0
"(4, 6, 6)",0.0,8.0,0.016043844452498648,60,34.0
"(4, 6, 7)",7.0,34.0,0.026223256663089806,5,34.0
"(4, 6, 7)",0.0,8.0,0.016043844452498648,60,34.0
"(4, 7, 4)",3.0,24.0,0.006011893552812232,5,24.0
"(4, 7, 4)",1.0,23.0,0.00024987652684583796,10,24.0
"(4, 7, 4)",1.0,18.0,0.001990758590712321,15,24.0
"(4, 7, 4)",0.0,6.0,0.03952199104714706,60,24.0
"(4, 7, 5)",3.0,24.0,0.006011893552812232,5,24.0
"(4, 7, 5)",1.0,23.0,0.00024987652684583796,10,24.0
"(4, 7, 5)",1.0,18.0,0.001990758590712321,15,24.0
"(4, 7, 5)",0.0,6.0,0.03952199104714706,60,24.0
"(4, 7, 6)",7.0,34.0,0.026223256663089806,5,34.0
"(4, 7, 6)",0.0,8.0,0.016043844452498648,60,34.0
"(4, 7, 7)",7.0,34.0,0.026223256663089806,5,34.0
"(4, 7, 7)",0.0,8.0,0.016043844452498648,60,34.0
"(5, 1, 1)",17.0,19.0,0.008030615157419435,10,24.0
"(5, 1, 1)",17.0,19.0,0.008030615157419435,15,24.0
"(5, 1, 1)",19.0,19.0,0.00010450618610236765,20,24.0
"(5, 1, 1)",19.0,19.0,0.00010450618610236765,30,24.0
"(5, 1, 1)",19.0,19.0,0.00010450618610236765,60,24.0
"(5, 1, 3)",19.0,21.0,0.0038392211720360407,10,26.0
"(5, 1, 3)",18.0,21.0,0.016484934398194484,15,26.0
"(5, 1, 3)",21.0,21.0,4.178906403852619e-05,20,26.0
"(5, 1, 3)",21.0,21.0,4.178906403852619e-05,30,26.0
"(5, 1, 3)",20.0,21.0,0.0005763002184760189,60,26.0
"(5, 1, 5)",17.0,19.0,0.008030615157419435,10,24.0
"(5, 1, 5)",17.0,19.0,0.008030615157419435,15,24.0
"(5, 1, 5)",19.0,19.0,0.00010450618610236765,20,24.0
"(5, 1, 5)",19.0,19.0,0.00010450618610236765,30,24.0
"(5, 1, 5)",19.0,19.0,0.00010450618610236765,60,24.0
"(5, 1, 7)",19.0,21.0,0.0038392211720360407,10,26.0
"(5, 1, 7)",18.0,21.0,0.016484934398194484,15,26.0
"(5, 1, 7)",21.0,21.0,4.178906403852619e-05,20,26.0
"(5, 1, 7)",21.0,21.0,4.178906403852619e-05,30,26.0
"(5, 1, 7)",20.0,21.0,0.0005763002184760189,60,26.0
"(5, 3, 1)",18.0,20.0,0.005563636611966736,10,25.0
"(5, 3, 1)",18.0,20.0,0.005563636611966736,15,25.0
"(5, 3, 1)",20.0,20.0,6.608502560386678e-05,20,25.0
"(5, 3, 1)",20.0,20.0,6.608502560386678e-05,30,25.0
"(5, 3, 1)",19.0,20.0,0.0008729293960723854,60,25.0
"(5, 3, 3)",26.0,29.0,0.0010292759196140653,10,35.0
"(5, 3, 3)",25.0,29.0,0.0043747742960474146,15,35.0
"(5, 3, 3)",27.0,29.0,0.00017680043967313957,20,35.0
"(5, 3, 3)",27.0,28.0,3.017629607516112e-05,30,35.0
"(5, 3, 3)",21.0,25.0,0.015669495134021893,60,35.0
"(5, 3, 5)",19.0,23.0,0.028740845096735176,10,28.0
"(5, 3, 5)",19.0,23.0,0.028740845096735176,15,28.0
"(5, 3, 5)",21.0,22.0,0.0003797899484259235,20,28.0
"(5, 3, 5)",20.0,21.0,0.0005763002184760189,30,28.0
"(5, 3, 5)",19.0,20.0,0.0008729293960723854,60,28.0
"(5, 3, 7)",27.0,32.0,0.005865820491189636,10,38.0
"(5, 3, 7)",26.0,32.0,0.017422312448100667,15,38.0
"(5, 3, 7)",28.0,31.0,0.0004964430835578693,20,38.0
"(5, 3, 7)",27.0,29.0,0.00017680043967313957,30,38.0
"(5, 3, 7)",21.0,25.0,0.015669495134021893,60,38.0
"(5, 4, 4)",3.0,21.0,0.01648493439819448,5,21.0
"(5, 4, 4)",0.0,20.0,6.608502560386678e-05,10,21.0
"(5, 4, 4)",0.0,15.0,0.0006535011082311695,15,21.0
"(5, 4, 4)",0.0,6.0,0.03952199104714706,60,21.0
"(5, 4, 5)",3.0,21.0,0.01648493439819448,5,21.0
"(5, 4, 5)",0.0,20.0,6.608502560386678e-05,10,21.0
"(5, 4, 5)",0.0,15.0,0.0006535011082311695,15,21.0
"(5, 4, 5)",0.0,6.0,0.03952199104714706,60,21.0
"(5, 4, 6)",5.0,27.0,0.025802152744838998,5,27.0
"(5, 4, 6)",4.0,25.0,0.015669495134021896,10,27.0
"(5, 4, 6)",0.0,7.0,0.025232054368863263,60,27.0
"(5, 4, 7)",5.0,27.0,0.025802152744838998,5,27.0
"(5, 4, 7)",4.0,25.0,0.015669495134021896,10,27.0
"(5, 4, 7)",0.0,7.0,0.025232054368863263,60,27.0
"(5, 5, 1)",17.0,19.0,0.008030615157419435,10,24.0
"(5, 5, 1)",17.0,19.0,0.008030615157419435,15,24.0
"(5, 5, 1)",19.0,19.0,0.00010450618610236765,20,24.0
"(5, 5, 1)",19.0,19.0,0.00010450618610236765,30,24.0
"(5, 5, 1)",19.0,19.0,0.00010450618610236765,60,24.0
"(5, 5, 3)",23.0,26.0,0.003000745253918872,10,32.0
"(5, 5, 3)",22.0,26.0,0.011473485239964418,15,32.0
"(5, 5, 3)",24.0,25.0,0.00010768732792302859,20,32.0
"(5, 5, 3)",22.0,24.0,0.0012356935903061227,30,32.0
"(5, 5, 3)",20.0,22.0,0.0026396580540020372,60,32.0
"(5, 5, 4)",3.0,21.0,0.01648493439819448,5,21.0
"(5, 5, 4)",0.0,20.0,6.608502560386678e-05,10,21.0
"(5, 5, 4)",0.0,15.0,0.0006535011082311695,15,21.0
"(5, 5, 4)",0.0,6.0,0.03952199104714706,60,21.0
"(5, 6, 4)",3.0,24.0,0.006011893552812232,5,24.0
"(5, 6, 4)",1.0,23.0,0.00024987652684583796,10,24.0
"(5, 6, 4)",1.0,18.0,0.001990758590712321,15,24.0
"(5, 6, 4)",0.0,6.0,0.03952199104714706,60,24.0
"(5, 6, 5)",4.0,25.0,0.015669495134021896,5,25.0
"(5, 6, 5)",2.0,24.0,0.0012356935903061225,10,25.0
"(5, 6, 5)",2.0,19.0,0.008030615157419436,15,25.0
"(5, 6, 5)",0.0,7.0,0.025232054368863263,60,25.0
"(5, 6, 6)",1.0,10.0,0.047477096216215924,60,38.0
"(5, 6, 7)",1.0,11.0,0.03247577593790316,60,39.0
