pattern,numerator,denominator,power,time frame,occurred
"(2, 3, 3)",17.0,17.0,0.0002613427077912203,20,25.0
"(2, 3, 3)",17.0,17.0,0.0002613427077912203,30,25.0
"(2, 3, 6)",22.0,26.0,0.011473485239964418,5,26.0
"(2, 3, 6)",22.0,23.0,0.00024987652684583796,10,26.0
"(2, 3, 6)",18.0,18.0,0.0001652640476289369,15,26.0
"(2, 3, 6)",16.0,16.0,0.00041327091798290647,20,26.0
"(2, 3, 6)",15.0,16.0,0.004497184152203379,30,26.0
"(2, 3, 7)",24.0,28.0,0.006060490122952731,5,28.0
"(2, 3, 7)",24.0,25.0,0.00010768732792302859,10,28.0
"(2, 3, 7)",20.0,20.0,6.608502560386678e-05,15,28.0
"(2, 3, 7)",18.0,18.0,0.0001652640476289369,20,28.0
"(2, 3, 7)",17.0,18.0,0.0019907585907123207,30,28.0
"(2, 6, 2)",21.0,24.0,0.006011893552812232,5,24.0
"(2, 6, 2)",22.0,22.0,2.6425387475462698e-05,10,24.0
"(2, 6, 2)",17.0,17.0,0.0002613427077912203,15,24.0
"(2, 6, 2)",15.0,15.0,0.0006535011082311695,20,24.0
"(2, 6, 2)",15.0,15.0,0.0006535011082311695,30,24.0
"(2, 6, 3)",22.0,25.0,0.004255965992592287,5,25.0
"(2, 6, 3)",23.0,23.0,1.6710120546315935e-05,10,25.0
"(2, 6, 3)",18.0,18.0,0.0001652640476289369,15,25.0
"(2, 6, 3)",16.0,16.0,0.00041327091798290647,20,25.0
"(2, 6, 3)",16.0,16.0,0.00041327091798290647,30,25.0
"(2, 6, 6)",24.0,30.0,0.0299826875675356,5,30.0
"(2, 6, 6)",24.0,26.0,0.0005718699863668857,10,30.0
"(2, 6, 6)",20.0,21.0,0.0005763002184760189,15,30.0
"(2, 6, 6)",16.0,18.0,0.011541031645740203,20,30.0
"(2, 6, 6)",15.0,18.0,0.04298743634207189,30,30.0
"(2, 6, 7)",25.0,31.0,0.022919534266053455,5,31.0
"(2, 6, 7)",25.0,27.0,0.0003875611996125377,10,31.0
"(2, 6, 7)",21.0,22.0,0.0003797899484259235,15,31.0
"(2, 6, 7)",17.0,19.0,0.008030615157419435,20,31.0
"(2, 6, 7)",16.0,19.0,0.03143339174622448,30,31.0
"(2, 7, 2)",21.0,24.0,0.006011893552812232,5,24.0
"(2, 7, 2)",22.0,22.0,2.6425387475462698e-05,10,24.0
"(2, 7, 2)",17.0,17.0,0.0002613427077912203,15,24.0
"(2, 7, 2)",15.0,15.0,0.0006535011082311695,20,24.0
"(2, 7, 2)",15.0,15.0,0.0006535011082311695,30,24.0
"(2, 7, 3)",23.0,26.0,0.003000745253918872,5,26.0
"(2, 7, 3)",24.0,24.0,1.056665457173542e-05,10,26.0
"(2, 7, 3)",19.0,19.0,0.00010450618610236765,15,26.0
"(2, 7, 3)",17.0,17.0,0.0002613427077912203,20,26.0
