pattern,numerator,denominator,power,time frame,occurred
"(3, 3)",51.0,57.0,5.488938408871158e-06,30,61.0
"(3, 3)",34.0,34.0,1.080222698595111e-07,60,61.0
"(3, 5)",30.0,37.0,0.011846990559814655,5,38.0
"(3, 5)",33.0,37.0,0.00028278319330260704,10,38.0
"(3, 5)",28.0,36.0,0.03729146160849537,15,38.0
"(3, 5)",32.0,36.0,0.00040262571564888855,30,38.0
"(3, 5)",25.0,25.0,6.681827637683693e-06,60,38.0
"(3, 6)",13.0,13.0,0.0016337524646917682,60,33.0
"(3, 7)",48.0,65.0,0.03955721636199228,10,66.0
"(3, 7)",52.0,60.0,3.6704653900125216e-05,30,66.0
"(3, 7)",36.0,36.0,4.319448956457088e-08,60,66.0
"(4, 4)",4.0,26.0,0.011473485239964427,5,29.0
"(4, 4)",2.0,17.0,0.01650625343989783,20,29.0
"(4, 5)",4.0,26.0,0.011473485239964427,5,29.0
"(4, 5)",2.0,17.0,0.01650625343989783,20,29.0
"(4, 6)",5.0,29.0,0.014489069257479241,5,33.0
"(4, 6)",2.0,19.0,0.008030615157419436,20,33.0
"(4, 7)",5.0,29.0,0.014489069257479241,5,33.0
"(4, 7)",2.0,19.0,0.008030615157419436,20,33.0
"(5, 1)",23.0,25.0,0.0008417450160948834,5,25.0
"(5, 1)",24.0,25.0,0.00010768732792302859,10,25.0
"(5, 1)",21.0,25.0,0.015669495134021893,15,25.0
"(5, 1)",25.0,25.0,6.681827637683693e-06,30,25.0
"(5, 1)",18.0,18.0,0.0001652640476289369,60,25.0
"(5, 3)",28.0,36.0,0.03729146160849537,5,37.0
"(5, 3)",29.0,36.0,0.015518508474795132,10,37.0
"(5, 3)",32.0,35.0,0.00011189652929553045,30,37.0
"(5, 3)",23.0,24.0,0.00016415330393624824,60,37.0
"(5, 4)",4.0,26.0,0.011473485239964427,5,29.0
"(5, 4)",2.0,17.0,0.01650625343989783,20,29.0
"(5, 5)",28.0,32.0,0.001606449696822927,30,54.0
"(5, 5)",19.0,19.0,0.00010450618610236765,60,54.0
"(5, 7)",35.0,42.0,0.0028719124579642376,30,66.0
"(5, 7)",24.0,25.0,0.00010768732792302859,60,66.0
"(6, 3)",13.0,14.0,0.010039785094019817,60,32.0
"(6, 4)",6.0,30.0,0.029982687567535554,5,34.0
"(6, 4)",2.0,20.0,0.005563636611966738,20,34.0
"(6, 5)",8.0,8.0,0.016043844452498648,60,42.0
"(6, 6)",11.0,12.0,0.022070014256183743,60,58.0
"(6, 7)",16.0,17.0,0.002996050491241571,60,66.0
"(7, 1)",28.0,33.0,0.004299867134558298,5,33.0
"(7, 1)",31.0,33.0,3.594228202637022e-05,10,33.0
"(7, 1)",27.0,33.0,0.013173602822135866,15,33.0
"(7, 1)",31.0,33.0,3.594228202637022e-05,30,33.0
"(7, 1)",23.0,23.0,1.6710120546315935e-05,60,33.0
"(7, 2)",12.0,13.0,0.014918766528573834,60,32.0
"(7, 3)",47.0,64.0,0.04741203709615713,10,65.0
"(7, 3)",51.0,59.0,5.0723370525332145e-05,30,65.0
"(7, 3)",35.0,36.0,9.723900285067242e-07,60,65.0
"(7, 4)",6.0,30.0,0.029982687567535554,5,34.0
"(7, 4)",2.0,20.0,0.005563636611966738,20,34.0
"(7, 5)",35.0,43.0,0.006178201176748357,30,67.0
"(7, 5)",26.0,26.0,4.225255037305369e-06,60,67.0
"(7, 6)",15.0,16.0,0.004497184152203379,60,66.0
"(7, 7)",55.0,69.0,0.0018956015893370488,30,99.0
"(7, 7)",38.0,39.0,2.649244466856916e-07,60,99.0
"(1, 1, 1)",19.0,20.0,0.0008729293960723854,5,20.0
"(1, 1, 1)",19.0,20.0,0.0008729293960723854,10,20.0
"(1, 1, 1)",18.0,20.0,0.005563636611966736,15,20.0
"(1, 1, 1)",20.0,20.0,6.608502560386678e-05,30,20.0
"(1, 1, 1)",14.0,14.0,0.0010333215625969077,60,20.0
"(1, 1, 3)",21.0,25.0,0.015669495134021893,5,25.0
"(1, 1, 3)",22.0,25.0,0.004255965992592287,10,25.0
"(1, 1, 3)",24.0,25.0,0.00010768732792302859,30,25.0
"(1, 1, 3)",18.0,18.0,0.0001652640476289369,60,25.0
"(1, 1, 5)",19.0,20.0,0.0008729293960723854,5,20.0
"(1, 1, 5)",19.0,20.0,0.0008729293960723854,10,20.0
"(1, 1, 5)",18.0,20.0,0.005563636611966736,15,20.0
"(1, 1, 5)",20.0,20.0,6.608502560386678e-05,30,20.0
"(1, 1, 5)",14.0,14.0,0.0010333215625969077,60,20.0
"(1, 1, 7)",21.0,25.0,0.015669495134021893,5,25.0
"(1, 1, 7)",22.0,25.0,0.004255965992592287,10,25.0
"(1, 1, 7)",24.0,25.0,0.00010768732792302859,30,25.0
"(1, 1, 7)",18.0,18.0,0.0001652640476289369,60,25.0
"(1, 3, 1)",20.0,21.0,0.0005763002184760189,5,21.0
"(1, 3, 1)",20.0,21.0,0.0005763002184760189,10,21.0
"(1, 3, 1)",18.0,21.0,0.016484934398194484,15,21.0
"(1, 3, 1)",20.0,21.0,0.0005763002184760189,30,21.0
"(1, 3, 1)",15.0,15.0,0.0006535011082311695,60,21.0
"(1, 3, 2)",7.0,7.0,0.025232054368863263,60,12.0
"(1, 3, 3)",26.0,33.0,0.03381019243396482,10,33.0
"(1, 3, 3)",30.0,33.0,0.00023684156885891874,30,33.0
"(1, 3, 3)",22.0,22.0,2.6425387475462698e-05,60,33.0
"(1, 3, 5)",20.0,21.0,0.0005763002184760189,5,21.0
"(1, 3, 5)",20.0,21.0,0.0005763002184760189,10,21.0
"(1, 3, 5)",18.0,21.0,0.016484934398194484,15,21.0
"(1, 3, 5)",20.0,21.0,0.0005763002184760189,30,21.0
"(1, 3, 5)",15.0,15.0,0.0006535011082311695,60,21.0
"(1, 3, 6)",7.0,7.0,0.025232054368863263,60,12.0
"(1, 3, 7)",26.0,33.0,0.03381019243396482,10,33.0
"(1, 3, 7)",30.0,33.0,0.00023684156885891874,30,33.0
"(1, 3, 7)",22.0,22.0,2.6425387475462698e-05,60,33.0
"(1, 5, 1)",19.0,20.0,0.0008729293960723854,5,20.0
"(1, 5, 1)",19.0,20.0,0.0008729293960723854,10,20.0
"(1, 5, 1)",18.0,20.0,0.005563636611966736,15,20.0
"(1, 5, 1)",20.0,20.0,6.608502560386678e-05,30,20.0
"(1, 5, 1)",14.0,14.0,0.0010333215625969077,60,20.0
"(1, 5, 3)",21.0,25.0,0.015669495134021893,5,25.0
"(1, 5, 3)",22.0,25.0,0.004255965992592287,10,25.0
"(1, 5, 3)",24.0,25.0,0.00010768732792302859,30,25.0
"(1, 5, 3)",18.0,18.0,0.0001652640476289369,60,25.0
"(1, 5, 5)",19.0,20.0,0.0008729293960723854,5,20.0
"(1, 5, 5)",19.0,20.0,0.0008729293960723854,10,20.0
"(1, 5, 5)",18.0,20.0,0.005563636611966736,15,20.0
"(1, 5, 5)",20.0,20.0,6.608502560386678e-05,30,20.0
"(1, 5, 5)",14.0,14.0,0.0010333215625969077,60,20.0
"(1, 5, 7)",21.0,25.0,0.015669495134021893,5,25.0
"(1, 5, 7)",22.0,25.0,0.004255965992592287,10,25.0
"(1, 5, 7)",24.0,25.0,0.00010768732792302859,30,25.0
"(1, 5, 7)",18.0,18.0,0.0001652640476289369,60,25.0
"(1, 7, 1)",20.0,21.0,0.0005763002184760189,5,21.0
"(1, 7, 1)",20.0,21.0,0.0005763002184760189,10,21.0
"(1, 7, 1)",18.0,21.0,0.016484934398194484,15,21.0
"(1, 7, 1)",20.0,21.0,0.0005763002184760189,30,21.0
"(1, 7, 1)",15.0,15.0,0.0006535011082311695,60,21.0
"(1, 7, 2)",7.0,7.0,0.025232054368863263,60,12.0
"(1, 7, 3)",26.0,33.0,0.03381019243396482,10,33.0
"(1, 7, 3)",30.0,33.0,0.00023684156885891874,30,33.0
"(1, 7, 3)",22.0,22.0,2.6425387475462698e-05,60,33.0
"(1, 7, 5)",20.0,21.0,0.0005763002184760189,5,21.0
"(1, 7, 5)",20.0,21.0,0.0005763002184760189,10,21.0
"(1, 7, 5)",18.0,21.0,0.016484934398194484,15,21.0
"(1, 7, 5)",20.0,21.0,0.0005763002184760189,30,21.0
"(1, 7, 5)",15.0,15.0,0.0006535011082311695,60,21.0
"(1, 7, 6)",7.0,7.0,0.025232054368863263,60,12.0
"(1, 7, 7)",26.0,33.0,0.03381019243396482,10,33.0
"(1, 7, 7)",30.0,33.0,0.00023684156885891874,30,33.0
"(1, 7, 7)",22.0,22.0,2.6425387475462698e-05,60,33.0
"(2, 1, 3)",8.0,8.0,0.016043844452498648,30,8.0
"(2, 1, 7)",8.0,8.0,0.016043844452498648,30,8.0
"(2, 2, 3)",12.0,13.0,0.014918766528573834,20,16.0
"(2, 2, 3)",12.0,13.0,0.014918766528573834,30,16.0
"(2, 2, 7)",7.0,7.0,0.025232054368863263,60,20.0
"(2, 3, 1)",9.0,10.0,0.04747709621621593,10,10.0
"(2, 3, 1)",9.0,10.0,0.04747709621621593,20,10.0
"(2, 3, 1)",10.0,10.0,0.00644787995757028,30,10.0
"(2, 3, 1)",6.0,6.0,0.03952199104714706,60,10.0
"(2, 3, 2)",10.0,11.0,0.03247577593790317,30,14.0
"(2, 3, 3)",18.0,21.0,0.016484934398194484,20,24.0
"(2, 3, 3)",20.0,21.0,0.0005763002184760189,30,24.0
"(2, 3, 3)",9.0,9.0,0.01017780870835625,60,24.0
"(2, 3, 5)",8.0,8.0,0.016043844452498648,60,14.0
"(2, 3, 7)",21.0,24.0,0.006011893552812232,30,28.0
"(2, 3, 7)",11.0,11.0,0.004081707595721835,60,28.0
"(2, 6, 3)",12.0,14.0,0.046632145853175,20,17.0
"(2, 6, 3)",12.0,14.0,0.046632145853175,30,17.0
"(2, 7, 1)",9.0,10.0,0.04747709621621593,10,10.0
"(2, 7, 1)",9.0,10.0,0.04747709621621593,20,10.0
"(2, 7, 1)",10.0,10.0,0.00644787995757028,30,10.0
"(2, 7, 1)",6.0,6.0,0.03952199104714706,60,10.0
"(2, 7, 3)",18.0,22.0,0.03856590681803681,20,25.0
"(2, 7, 3)",20.0,22.0,0.0026396580540020372,30,25.0
"(2, 7, 3)",9.0,10.0,0.04747709621621593,60,25.0
"(2, 7, 5)",9.0,9.0,0.01017780870835625,60,17.0
"(2, 7, 7)",22.0,27.0,0.02580215274483902,30,32.0
"(2, 7, 7)",12.0,13.0,0.014918766528573834,60,32.0
"(3, 1, 1)",23.0,25.0,0.0008417450160948834,5,25.0
"(3, 1, 1)",24.0,25.0,0.00010768732792302859,10,25.0
"(3, 1, 1)",21.0,25.0,0.015669495134021893,15,25.0
"(3, 1, 1)",25.0,25.0,6.681827637683693e-06,30,25.0
"(3, 1, 1)",18.0,18.0,0.0001652640476289369,60,25.0
"(3, 1, 3)",27.0,33.0,0.013173602822135866,5,33.0
"(3, 1, 3)",28.0,33.0,0.004299867134558298,10,33.0
"(3, 1, 3)",32.0,33.0,3.5476764024680773e-06,30,33.0
"(3, 1, 3)",22.0,22.0,2.6425387475462698e-05,60,33.0
"(3, 1, 5)",23.0,25.0,0.0008417450160948834,5,25.0
"(3, 1, 5)",24.0,25.0,0.00010768732792302859,10,25.0
"(3, 1, 5)",21.0,25.0,0.015669495134021893,15,25.0
"(3, 1, 5)",25.0,25.0,6.681827637683693e-06,30,25.0
"(3, 1, 5)",18.0,18.0,0.0001652640476289369,60,25.0
"(3, 1, 7)",27.0,33.0,0.013173602822135866,5,33.0
"(3, 1, 7)",28.0,33.0,0.004299867134558298,10,33.0
"(3, 1, 7)",32.0,33.0,3.5476764024680773e-06,30,33.0
"(3, 1, 7)",22.0,22.0,2.6425387475462698e-05,60,33.0
"(3, 2, 1)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 2, 2)",13.0,15.0,0.033203882105577634,30,18.0
"(3, 2, 2)",6.0,6.0,0.03952199104714706,60,18.0
"(3, 2, 3)",18.0,21.0,0.016484934398194484,30,24.0
"(3, 2, 3)",9.0,9.0,0.01017780870835625,60,24.0
"(3, 2, 6)",8.0,8.0,0.016043844452498648,60,22.0
"(3, 2, 7)",11.0,11.0,0.004081707595721835,60,28.0
"(3, 3, 1)",27.0,31.0,0.0022518089080906098,5,31.0
"(3, 3, 1)",29.0,31.0,8.000232908983395e-05,10,31.0
"(3, 3, 1)",25.0,31.0,0.022919534266053455,15,31.0
"(3, 3, 1)",30.0,31.0,8.375389817889267e-06,30,31.0
"(3, 3, 1)",21.0,21.0,4.178906403852619e-05,60,31.0
"(3, 3, 2)",20.0,23.0,0.00845540133136828,30,26.0
"(3, 3, 2)",10.0,10.0,0.00644787995757028,60,26.0
"(3, 3, 3)",43.0,57.0,0.028863676276273457,10,57.0
"(3, 3, 3)",50.0,54.0,5.041892281192205e-07,30,57.0
"(3, 3, 3)",31.0,31.0,4.2720932128340573e-07,60,57.0
"(3, 3, 5)",29.0,35.0,0.00742136547957891,5,35.0
"(3, 3, 5)",31.0,35.0,0.0005716564018418366,10,35.0
"(3, 3, 5)",31.0,34.0,0.00016298095957845312,30,35.0
"(3, 3, 5)",23.0,23.0,1.6710120546315935e-05,60,35.0
"(3, 3, 6)",21.0,26.0,0.034131938667874805,30,30.0
"(3, 3, 6)",12.0,12.0,0.0025826820406833445,60,30.0
"(3, 3, 7)",45.0,61.0,0.046081027863007655,10,61.0
"(3, 3, 7)",51.0,57.0,5.488938408871158e-06,30,61.0
"(3, 3, 7)",33.0,33.0,1.708267089671249e-07,60,61.0
"(3, 5, 1)",23.0,25.0,0.0008417450160948834,5,25.0
"(3, 5, 1)",24.0,25.0,0.00010768732792302859,10,25.0
"(3, 5, 1)",21.0,25.0,0.015669495134021893,15,25.0
"(3, 5, 1)",25.0,25.0,6.681827637683693e-06,30,25.0
"(3, 5, 1)",18.0,18.0,0.0001652640476289369,60,25.0
"(3, 5, 3)",27.0,34.0,0.026223256663089795,5,34.0
"(3, 5, 3)",28.0,34.0,0.00991118936189739,10,34.0
"(3, 5, 3)",32.0,34.0,2.403240600586244e-05,30,34.0
"(3, 5, 3)",22.0,23.0,0.00024987652684583796,60,34.0
"(3, 5, 5)",24.0,28.0,0.006060490122952731,5,28.0
"(3, 5, 5)",25.0,28.0,0.0014753423698051801,10,28.0
"(3, 5, 5)",22.0,27.0,0.02580215274483902,15,28.0
"(3, 5, 5)",26.0,27.0,4.616744721944193e-05,30,28.0
"(3, 5, 5)",19.0,19.0,0.00010450618610236765,60,28.0
"(3, 5, 7)",29.0,37.0,0.029286700655971977,10,37.0
"(3, 5, 7)",33.0,36.0,7.665662791936567e-05,30,37.0
"(3, 5, 7)",23.0,24.0,0.00016415330393624824,60,37.0
"(3, 6, 1)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 6, 3)",18.0,22.0,0.03856590681803681,30,25.0
"(3, 6, 3)",9.0,10.0,0.04747709621621593,60,25.0
"(3, 6, 5)",6.0,6.0,0.03952199104714706,60,13.0
"(3, 6, 6)",9.0,10.0,0.04747709621621593,60,26.0
"(3, 6, 7)",12.0,13.0,0.014918766528573834,60,32.0
"(3, 7, 1)",27.0,31.0,0.0022518089080906098,5,31.0
"(3, 7, 1)",29.0,31.0,8.000232908983395e-05,10,31.0
"(3, 7, 1)",25.0,31.0,0.022919534266053455,15,31.0
"(3, 7, 1)",30.0,31.0,8.375389817889267e-06,30,31.0
"(3, 7, 1)",21.0,21.0,4.178906403852619e-05,60,31.0
"(3, 7, 2)",20.0,24.0,0.021283817168787602,30,27.0
"(3, 7, 2)",10.0,11.0,0.03247577593790317,60,27.0
"(3, 7, 3)",43.0,58.0,0.04460984146307851,10,58.0
"(3, 7, 3)",50.0,55.0,2.153988515759546e-06,30,58.0
"(3, 7, 3)",31.0,32.0,5.453241439168197e-06,60,58.0
"(3, 7, 5)",30.0,38.0,0.022875021633346926,5,38.0
"(3, 7, 5)",32.0,38.0,0.0030352983455633085,10,38.0
"(3, 7, 5)",32.0,36.0,0.00040262571564888855,30,38.0
"(3, 7, 5)",24.0,24.0,1.056665457173542e-05,60,38.0
"(3, 7, 6)",13.0,14.0,0.010039785094019817,60,34.0
"(3, 7, 7)",52.0,60.0,3.6704653900125216e-05,30,65.0
"(3, 7, 7)",34.0,35.0,1.4980258271290303e-06,60,65.0
"(4, 4, 4)",3.0,23.0,0.008455401331368283,5,26.0
"(4, 4, 4)",2.0,15.0,0.033203882105577634,20,26.0
"(4, 4, 5)",3.0,23.0,0.008455401331368283,5,26.0
"(4, 4, 5)",2.0,15.0,0.033203882105577634,20,26.0
"(4, 4, 6)",4.0,25.0,0.015669495134021896,5,29.0
"(4, 4, 6)",2.0,16.0,0.023481460072180004,20,29.0
"(4, 4, 7)",4.0,25.0,0.015669495134021896,5,29.0
"(4, 4, 7)",2.0,16.0,0.023481460072180004,20,29.0
"(4, 5, 4)",3.0,23.0,0.008455401331368283,5,26.0
"(4, 5, 4)",2.0,15.0,0.033203882105577634,20,26.0
"(4, 5, 5)",3.0,23.0,0.008455401331368283,5,26.0
"(4, 5, 5)",2.0,15.0,0.033203882105577634,20,26.0
"(4, 5, 6)",4.0,25.0,0.015669495134021896,5,29.0
"(4, 5, 6)",2.0,16.0,0.023481460072180004,20,29.0
"(4, 5, 7)",4.0,25.0,0.015669495134021896,5,29.0
"(4, 5, 7)",2.0,16.0,0.023481460072180004,20,29.0
"(4, 6, 4)",3.0,23.0,0.008455401331368283,5,27.0
"(4, 6, 4)",2.0,15.0,0.033203882105577634,20,27.0
"(4, 6, 5)",3.0,24.0,0.006011893552812232,5,28.0
"(4, 6, 6)",5.0,27.0,0.025802152744838998,5,32.0
"(4, 6, 6)",2.0,17.0,0.01650625343989783,20,32.0
"(4, 6, 7)",5.0,28.0,0.019389281034604765,5,33.0
"(4, 6, 7)",3.0,18.0,0.04298743634207188,20,33.0
"(4, 7, 4)",3.0,23.0,0.008455401331368283,5,27.0
"(4, 7, 4)",2.0,15.0,0.033203882105577634,20,27.0
"(4, 7, 5)",3.0,24.0,0.006011893552812232,5,28.0
"(4, 7, 6)",5.0,27.0,0.025802152744838998,5,32.0
"(4, 7, 6)",2.0,17.0,0.01650625343989783,20,32.0
"(4, 7, 7)",5.0,28.0,0.019389281034604765,5,33.0
"(4, 7, 7)",3.0,18.0,0.04298743634207188,20,33.0
"(5, 1, 1)",19.0,20.0,0.0008729293960723854,5,20.0
"(5, 1, 1)",19.0,20.0,0.0008729293960723854,10,20.0
"(5, 1, 1)",18.0,20.0,0.005563636611966736,15,20.0
"(5, 1, 1)",20.0,20.0,6.608502560386678e-05,30,20.0
"(5, 1, 1)",14.0,14.0,0.0010333215625969077,60,20.0
"(5, 1, 3)",21.0,25.0,0.015669495134021893,5,25.0
"(5, 1, 3)",22.0,25.0,0.004255965992592287,10,25.0
"(5, 1, 3)",24.0,25.0,0.00010768732792302859,30,25.0
"(5, 1, 3)",18.0,18.0,0.0001652640476289369,60,25.0
"(5, 1, 5)",19.0,20.0,0.0008729293960723854,5,20.0
"(5, 1, 5)",19.0,20.0,0.0008729293960723854,10,20.0
"(5, 1, 5)",18.0,20.0,0.005563636611966736,15,20.0
"(5, 1, 5)",20.0,20.0,6.608502560386678e-05,30,20.0
"(5, 1, 5)",14.0,14.0,0.0010333215625969077,60,20.0
"(5, 1, 7)",21.0,25.0,0.015669495134021893,5,25.0
"(5, 1, 7)",22.0,25.0,0.004255965992592287,10,25.0
"(5, 1, 7)",24.0,25.0,0.00010768732792302859,30,25.0
"(5, 1, 7)",18.0,18.0,0.0001652640476289369,60,25.0
"(5, 2, 3)",6.0,6.0,0.03952199104714706,60,11.0
"(5, 2, 7)",6.0,6.0,0.03952199104714706,60,12.0
"(5, 3, 1)",20.0,22.0,0.0026396580540020372,5,22.0
"(5, 3, 1)",21.0,22.0,0.0003797899484259235,10,22.0
"(5, 3, 1)",19.0,22.0,0.011836308625596113,15,22.0
"(5, 3, 1)",20.0,22.0,0.0026396580540020372,30,22.0
"(5, 3, 1)",16.0,16.0,0.00041327091798290647,60,22.0
"(5, 3, 2)",8.0,8.0,0.016043844452498648,60,14.0
"(5, 3, 3)",28.0,36.0,0.03729146160849537,10,36.0
"(5, 3, 3)",30.0,35.0,0.002282411602214819,30,36.0
"(5, 3, 3)",24.0,24.0,1.056665457173542e-05,60,36.0
"(5, 3, 5)",20.0,22.0,0.0026396580540020372,5,23.0
"(5, 3, 5)",21.0,22.0,0.0003797899484259235,10,23.0
"(5, 3, 5)",19.0,22.0,0.011836308625596113,15,23.0
"(5, 3, 5)",20.0,22.0,0.0026396580540020372,30,23.0
"(5, 3, 5)",16.0,16.0,0.00041327091798290647,60,23.0
"(5, 3, 6)",8.0,8.0,0.016043844452498648,60,15.0
"(5, 3, 7)",28.0,36.0,0.03729146160849537,10,37.0
"(5, 3, 7)",30.0,35.0,0.002282411602214819,30,37.0
"(5, 3, 7)",24.0,24.0,1.056665457173542e-05,60,37.0
"(5, 4, 4)",3.0,23.0,0.008455401331368283,5,26.0
"(5, 4, 4)",2.0,15.0,0.033203882105577634,20,26.0
"(5, 4, 5)",3.0,23.0,0.008455401331368283,5,26.0
"(5, 4, 5)",2.0,15.0,0.033203882105577634,20,26.0
"(5, 4, 6)",4.0,25.0,0.015669495134021896,5,29.0
"(5, 4, 6)",2.0,16.0,0.023481460072180004,20,29.0
"(5, 4, 7)",4.0,25.0,0.015669495134021896,5,29.0
"(5, 4, 7)",2.0,16.0,0.023481460072180004,20,29.0
"(5, 5, 1)",19.0,20.0,0.0008729293960723854,5,20.0
"(5, 5, 1)",19.0,20.0,0.0008729293960723854,10,20.0
"(5, 5, 1)",18.0,20.0,0.005563636611966736,15,20.0
"(5, 5, 1)",20.0,20.0,6.608502560386678e-05,30,20.0
"(5, 5, 1)",14.0,14.0,0.0010333215625969077,60,20.0
"(5, 5, 3)",22.0,27.0,0.02580215274483902,5,28.0
"(5, 5, 3)",23.0,27.0,0.008358557521513427,10,28.0
"(5, 5, 3)",24.0,26.0,0.0005718699863668857,30,28.0
"(5, 5, 3)",19.0,19.0,0.00010450618610236765,60,28.0
"(5, 5, 4)",3.0,23.0,0.008455401331368283,5,26.0
"(5, 5, 4)",2.0,15.0,0.033203882105577634,20,26.0
"(5, 5, 5)",22.0,25.0,0.004255965992592287,30,46.0
"(5, 5, 5)",14.0,14.0,0.0010333215625969077,60,46.0
"(5, 5, 6)",6.0,30.0,0.029982687567535554,5,34.0
"(5, 5, 7)",26.0,31.0,0.007967000846991644,30,54.0
"(5, 5, 7)",19.0,19.0,0.00010450618610236765,60,54.0
"(5, 6, 3)",7.0,7.0,0.025232054368863263,60,14.0
"(5, 6, 4)",3.0,23.0,0.008455401331368283,5,27.0
"(5, 6, 4)",2.0,15.0,0.033203882105577634,20,27.0
"(5, 6, 5)",4.0,25.0,0.015669495134021896,5,29.0
"(5, 6, 7)",7.0,7.0,0.025232054368863263,60,41.0
"(5, 7, 1)",20.0,22.0,0.0026396580540020372,5,22.0
"(5, 7, 1)",21.0,22.0,0.0003797899484259235,10,22.0
"(5, 7, 1)",19.0,22.0,0.011836308625596113,15,22.0
"(5, 7, 1)",20.0,22.0,0.0026396580540020372,30,22.0
"(5, 7, 1)",16.0,16.0,0.00041327091798290647,60,22.0
"(5, 7, 2)",9.0,9.0,0.01017780870835625,60,17.0
"(5, 7, 3)",30.0,36.0,0.005532032114028449,30,39.0
"(5, 7, 3)",25.0,25.0,6.681827637683693e-06,60,39.0
"(5, 7, 4)",3.0,23.0,0.008455401331368283,5,27.0
"(5, 7, 4)",2.0,15.0,0.033203882105577634,20,27.0
"(5, 7, 5)",22.0,27.0,0.02580215274483902,30,49.0
"(5, 7, 5)",16.0,16.0,0.00041327091798290647,60,49.0
"(5, 7, 6)",9.0,9.0,0.01017780870835625,60,44.0
"(5, 7, 7)",32.0,41.0,0.025356986397043618,30,66.0
"(5, 7, 7)",25.0,25.0,6.681827637683693e-06,60,66.0
"(6, 1, 3)",8.0,8.0,0.016043844452498648,30,8.0
"(6, 1, 7)",8.0,8.0,0.016043844452498648,30,8.0
"(6, 2, 1)",6.0,6.0,0.03952199104714706,20,6.0
"(6, 2, 3)",13.0,15.0,0.033203882105577634,20,19.0
"(6, 2, 3)",7.0,7.0,0.025232054368863263,60,19.0
"(6, 2, 6)",6.0,6.0,0.03952199104714706,60,18.0
"(6, 2, 7)",9.0,9.0,0.01017780870835625,60,24.0
"(6, 3, 1)",10.0,11.0,0.03247577593790317,10,11.0
"(6, 3, 1)",10.0,11.0,0.03247577593790317,20,11.0
"(6, 3, 1)",10.0,11.0,0.03247577593790317,30,11.0
"(6, 3, 1)",7.0,7.0,0.025232054368863263,60,11.0
"(6, 3, 3)",19.0,23.0,0.028740845096735176,20,27.0
"(6, 3, 3)",20.0,23.0,0.00845540133136828,30,27.0
"(6, 3, 3)",11.0,11.0,0.004081707595721835,60,27.0
