pattern,numerator,denominator,power,time frame,occurred
"(1,)",7.0,7.0,0.025232054368863263,1,7.0
"(1,)",7.0,7.0,0.025232054368863263,5,7.0
"(1,)",7.0,7.0,0.025232054368863263,10,7.0
"(2,)",6.0,6.0,0.03952199104714706,1,6.0
"(3,)",13.0,13.0,0.0016337524646917682,1,13.0
"(3,)",12.0,12.0,0.0025826820406833445,5,13.0
"(3,)",10.0,10.0,0.00644787995757028,10,13.0
"(5,)",9.0,10.0,0.04747709621621593,5,14.0
"(5,)",7.0,7.0,0.025232054368863263,10,14.0
"(7,)",14.0,15.0,0.006730628378082985,5,20.0
"(7,)",10.0,10.0,0.00644787995757028,10,20.0
"(1, 1)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 1)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 1)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 5)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 5)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 5)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 7)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 7)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 7)",7.0,7.0,0.025232054368863263,10,7.0
"(3, 1)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 1)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 1)",6.0,6.0,0.03952199104714706,10,6.0
"(3, 3)",10.0,10.0,0.00644787995757028,1,10.0
"(3, 3)",10.0,10.0,0.00644787995757028,5,10.0
"(3, 3)",9.0,9.0,0.01017780870835625,10,10.0
"(3, 5)",6.0,6.0,0.03952199104714706,10,9.0
"(3, 7)",11.0,12.0,0.022070014256183743,5,13.0
"(3, 7)",9.0,9.0,0.01017780870835625,10,13.0
"(5, 1)",6.0,6.0,0.03952199104714706,1,6.0
"(5, 1)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 1)",6.0,6.0,0.03952199104714706,10,6.0
"(5, 3)",9.0,9.0,0.01017780870835625,1,9.0
"(5, 3)",8.0,8.0,0.016043844452498648,5,9.0
"(5, 3)",7.0,7.0,0.025232054368863263,10,9.0
"(5, 5)",7.0,7.0,0.025232054368863263,5,10.0
"(5, 5)",6.0,6.0,0.03952199104714706,10,10.0
"(5, 7)",9.0,9.0,0.01017780870835625,5,13.0
"(5, 7)",7.0,7.0,0.025232054368863263,10,13.0
"(7, 1)",6.0,6.0,0.03952199104714706,1,6.0
"(7, 1)",6.0,6.0,0.03952199104714706,5,6.0
"(7, 1)",6.0,6.0,0.03952199104714706,10,6.0
"(7, 2)",6.0,6.0,0.03952199104714706,1,6.0
"(7, 3)",12.0,12.0,0.0025826820406833445,1,12.0
"(7, 3)",11.0,11.0,0.004081707595721835,5,12.0
"(7, 3)",9.0,9.0,0.01017780870835625,10,12.0
"(7, 5)",6.0,6.0,0.03952199104714706,10,13.0
"(7, 7)",13.0,14.0,0.010039785094019817,5,19.0
"(7, 7)",9.0,9.0,0.01017780870835625,10,19.0
"(1, 1, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 1, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 1, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 1, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 1, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 1, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 3, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 3, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 3, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 3, 7)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 3, 7)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 3, 7)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 5, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 5, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 5, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 5, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 5, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 5, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 7, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 7, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 7, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 7, 7)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 7, 7)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 7, 7)",7.0,7.0,0.025232054368863263,10,7.0
"(3, 1, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 1, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 1, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(3, 1, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 1, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 1, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(3, 3, 3)",9.0,9.0,0.01017780870835625,1,9.0
"(3, 3, 3)",9.0,9.0,0.01017780870835625,5,9.0
"(3, 3, 3)",8.0,8.0,0.016043844452498648,10,9.0
"(3, 3, 5)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 3, 7)",10.0,10.0,0.00644787995757028,1,10.0
"(3, 3, 7)",9.0,10.0,0.04747709621621593,5,10.0
"(3, 3, 7)",8.0,8.0,0.016043844452498648,10,10.0
"(3, 5, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 5, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 5, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(3, 5, 5)",6.0,6.0,0.03952199104714706,5,8.0
"(3, 5, 7)",7.0,7.0,0.025232054368863263,5,9.0
"(3, 5, 7)",6.0,6.0,0.03952199104714706,10,9.0
"(3, 7, 3)",9.0,9.0,0.01017780870835625,1,9.0
"(3, 7, 3)",9.0,9.0,0.01017780870835625,5,9.0
"(3, 7, 3)",8.0,8.0,0.016043844452498648,10,9.0
"(3, 7, 7)",10.0,11.0,0.03247577593790317,5,13.0
"(3, 7, 7)",8.0,8.0,0.016043844452498648,10,13.0
"(5, 1, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(5, 1, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 1, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(5, 1, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(5, 1, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(5, 1, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(5, 3, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(5, 3, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(5, 3, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(5, 3, 5)",6.0,6.0,0.03952199104714706,5,7.0
"(5, 3, 7)",8.0,8.0,0.016043844452498648,5,9.0
"(5, 3, 7)",7.0,7.0,0.025232054368863263,10,9.0
"(5, 5, 3)",8.0,8.0,0.016043844452498648,1,8.0
"(5, 5, 3)",7.0,7.0,0.025232054368863263,5,8.0
"(5, 5, 3)",6.0,6.0,0.03952199104714706,10,8.0
"(5, 5, 7)",8.0,8.0,0.016043844452498648,1,9.0
"(5, 5, 7)",7.0,7.0,0.025232054368863263,5,9.0
"(5, 5, 7)",6.0,6.0,0.03952199104714706,10,9.0
"(5, 7, 3)",9.0,9.0,0.01017780870835625,1,9.0
"(5, 7, 3)",8.0,8.0,0.016043844452498648,5,9.0
"(5, 7, 3)",7.0,7.0,0.025232054368863263,10,9.0
"(5, 7, 5)",6.0,6.0,0.03952199104714706,5,8.0
"(5, 7, 7)",9.0,9.0,0.01017780870835625,5,12.0
"(5, 7, 7)",7.0,7.0,0.025232054368863263,10,12.0
"(7, 1, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(7, 1, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(7, 1, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(7, 1, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(7, 1, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(7, 1, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(7, 3, 3)",9.0,9.0,0.01017780870835625,1,9.0
"(7, 3, 3)",9.0,9.0,0.01017780870835625,5,9.0
"(7, 3, 3)",8.0,8.0,0.016043844452498648,10,9.0
"(7, 3, 7)",10.0,11.0,0.03247577593790317,5,12.0
"(7, 3, 7)",8.0,8.0,0.016043844452498648,10,12.0
"(7, 5, 3)",8.0,8.0,0.016043844452498648,1,8.0
"(7, 5, 3)",7.0,7.0,0.025232054368863263,5,8.0
"(7, 5, 3)",6.0,6.0,0.03952199104714706,10,8.0
"(7, 5, 5)",6.0,6.0,0.03952199104714706,5,9.0
"(7, 5, 7)",8.0,8.0,0.016043844452498648,5,12.0
"(7, 5, 7)",6.0,6.0,0.03952199104714706,10,12.0
"(7, 7, 2)",6.0,6.0,0.03952199104714706,1,6.0
"(7, 7, 3)",11.0,11.0,0.004081707595721835,1,11.0
"(7, 7, 3)",10.0,10.0,0.00644787995757028,5,11.0
"(7, 7, 3)",8.0,8.0,0.016043844452498648,10,11.0
"(7, 7, 7)",12.0,13.0,0.014918766528573834,5,18.0
"(7, 7, 7)",8.0,8.0,0.016043844452498648,10,18.0
"(1, 1, 3, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 1, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 1, 3, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 1, 3, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 1, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 1, 3, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 1, 7, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 1, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 1, 7, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 1, 7, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 1, 7, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 1, 7, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 3, 3, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 3, 3, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 3, 3, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 3, 3, 7)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 3, 3, 7)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 3, 3, 7)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 3, 7, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 3, 7, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 3, 7, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 3, 7, 7)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 3, 7, 7)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 3, 7, 7)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 5, 3, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 5, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 5, 3, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 5, 3, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 5, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 5, 3, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 5, 7, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 5, 7, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 5, 7, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 5, 7, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(1, 5, 7, 7)",6.0,6.0,0.03952199104714706,5,6.0
"(1, 5, 7, 7)",6.0,6.0,0.03952199104714706,10,6.0
"(1, 7, 3, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 7, 3, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 7, 3, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 7, 3, 7)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 7, 3, 7)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 7, 3, 7)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 7, 7, 3)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 7, 7, 3)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 7, 7, 3)",7.0,7.0,0.025232054368863263,10,7.0
"(1, 7, 7, 7)",7.0,7.0,0.025232054368863263,1,7.0
"(1, 7, 7, 7)",7.0,7.0,0.025232054368863263,5,7.0
"(1, 7, 7, 7)",7.0,7.0,0.025232054368863263,10,7.0
"(3, 1, 3, 3)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 1, 3, 3)",6.0,6.0,0.03952199104714706,5,6.0
"(3, 1, 3, 3)",6.0,6.0,0.03952199104714706,10,6.0
"(3, 1, 3, 7)",6.0,6.0,0.03952199104714706,1,6.0
"(3, 1, 3, 7)",6.0,6.0,0.03952199104714706,5,6.0
