v,vw,o,c,h,l,t,n
102,22.3498,22.35,22.35,22.35,22.35,1675956360000,2
100,22.335,22.335,22.335,22.335,22.335,1675956600000,1
625,22.35,22.35,22.35,22.35,22.35,1675958220000,1
100,22.345,22.345,22.345,22.345,22.345,1675958520000,1
234,22.3428,22.345,22.345,22.345,22.345,1675958640000,3
200,22.3395,22.34,22.34,22.34,22.34,1675958700000,2
372,22.33,22.33,22.33,22.33,22.33,1675959600000,6
369,22.3104,22.3101,22.3101,22.3101,22.3101,1675959840000,2
250,22.3377,22.3377,22.3377,22.3377,22.3377,1675959960000,1
995,22.335,22.335,22.335,22.335,22.335,1675960080000,1
155,22.341,22.341,22.341,22.341,22.341,1675960260000,1
118,22.34,22.34,22.34,22.34,22.34,1675960560000,1
140,22.33,22.33,22.33,22.33,22.33,1675961700000,1
1010,22.3101,22.31,22.31,22.31,22.31,1675962840000,8
135,22.32,22.32,22.32,22.32,22.32,1675963260000,1
1417,22.3099,22.31,22.31,22.31,22.31,1675963920000,4
201,22.3044,22.329,22.28,22.329,22.28,1675964220000,3
2500,22.2666,22.27,22.276,22.276,22.26,1675966500000,8
420,22.28,22.28,22.28,22.28,22.28,1675966860000,3
114,22.3078,22.3082,22.3082,22.3082,22.3082,1675967700000,3
482,22.3013,22.3013,22.3013,22.3013,22.3013,1675968960000,2
200,22.28,22.28,22.28,22.28,22.28,1675971660000,1
1000,22.265,22.265,22.265,22.265,22.265,1675971900000,1
220,22.24,22.24,22.24,22.24,22.24,1675972080000,2
529,22.2311,22.23,22.23,22.23,22.23,1675973040000,8
501,22.2572,22.264,22.23,22.264,22.23,1675973220000,2
500,22.2426,22.23,22.258,22.258,22.23,1675974060000,3
1822,22.23,22.23,22.23,22.23,22.23,1675974300000,3
588,22.2312,22.23,22.23,22.23,22.23,1675976220000,4
209,22.23,22.23,22.23,22.23,22.23,1675976340000,2
1078,22.3427,22.34,22.34,22.34,22.34,1676039400000,7
200,22.25,22.25,22.25,22.25,22.25,1676041260000,1
200,22.25,22.25,22.25,22.25,22.25,1676041620000,1
472,22.23,22.23,22.23,22.23,22.23,1676043120000,1
401,22.28,22.28,22.28,22.28,22.28,1676043180000,2
144,22.2735,22.275,22.275,22.275,22.275,1676043840000,2
516,22.27,22.27,22.27,22.27,22.27,1676044260000,2
472,22.2511,22.25,22.25,22.25,22.25,1676046600000,3
300,22.265,22.265,22.265,22.265,22.265,1676048220000,1
1400,22.2646,22.27,22.26,22.27,22.26,1676049120000,4
105,22.2869,22.2875,22.2875,22.2875,22.2875,1676050500000,2
100,22.275,22.275,22.275,22.275,22.275,1676050740000,1
100,22.29,22.29,22.29,22.29,22.29,1676052180000,1
150,22.275,22.275,22.275,22.275,22.275,1676052960000,1
751,22.2744,22.275,22.275,22.275,22.275,1676053800000,4
630,22.275,22.275,22.275,22.275,22.275,1676055180000,1
200,22.2776,22.2776,22.2776,22.2776,22.2776,1676055660000,1
145,22.2986,22.3,22.3,22.3,22.3,1676055720000,3
450,22.2836,22.2836,22.2836,22.2836,22.2836,1676055960000,3
112,22.285,22.285,22.285,22.285,22.285,1676056200000,1
113,22.2896,22.29,22.29,22.29,22.29,1676057220000,2
200,22.28,22.28,22.28,22.28,22.28,1676057460000,2
400,22.3,22.3,22.3,22.3,22.3,1676057640000,4
7186,22.253,22.29,22.2501,22.29,22.25,1676057700000,15
439,22.2995,22.3,22.3,22.3,22.3,1676058060000,8
500,22.3,22.3,22.3,22.3,22.3,1676058180000,5
543,22.3,22.3,22.3,22.3,22.3,1676058360000,8
500,22.3,22.3,22.3,22.3,22.3,1676058540000,5
400,22.3,22.3,22.3,22.3,22.3,1676058720000,5
2500,22.3,22.3,22.3,22.3,22.3,1676059620000,7
800,22.2975,22.29,22.3,22.3,22.29,1676060400000,5
103,22.27,22.27,22.27,22.27,22.27,1676061060000,2
100,22.26,22.26,22.26,22.26,22.26,1676061420000,1
100,22.27,22.27,22.27,22.27,22.27,1676061540000,1
461,22.275,22.275,22.275,22.275,22.275,1676061840000,2
144,22.25,22.25,22.25,22.25,22.25,1676062740000,2
4687,22.2202,22.22,22.22,22.22,22.22,1676298600000,10
994,22.2881,22.25,22.36,22.36,22.25,1676298780000,13
300,22.2901,22.2901,22.2901,22.2901,22.2901,1676298840000,1
204,22.345,22.3445,22.3445,22.3445,22.3445,1676298900000,4
122,22.3426,22.345,22.345,22.345,22.345,1676298960000,4
183,22.3501,22.35,22.35,22.35,22.35,1676299200000,2
100,22.3999,22.3999,22.3999,22.3999,22.3999,1676299440000,1
101,22.3896,22.39,22.39,22.39,22.39,1676299740000,2
209,22.36,22.36,22.36,22.36,22.36,1676300220000,1
100,22.35,22.35,22.35,22.35,22.35,1676300460000,1
135,22.3801,22.38,22.38,22.38,22.38,1676300520000,3
200,22.34,22.35,22.33,22.35,22.33,1676300640000,2
100,22.373,22.373,22.373,22.373,22.373,1676301000000,1
534,22.3625,22.3621,22.3621,22.3621,22.3621,1676301300000,6
101,22.3602,22.36,22.36,22.36,22.36,1676301420000,2
200,22.38,22.38,22.38,22.38,22.38,1676301840000,1
114,22.3877,22.3896,22.3896,22.3896,22.3896,1676302260000,6
100,22.3645,22.3645,22.3645,22.3645,22.3645,1676302860000,1
125,22.3734,22.372,22.372,22.372,22.372,1676303100000,2
1600,22.3619,22.3619,22.3619,22.3619,22.3619,1676303220000,4
100,22.35,22.35,22.35,22.35,22.35,1676303880000,1
240,22.3401,22.34,22.3401,22.3401,22.34,1676304000000,4
167,22.3708,22.3709,22.3709,22.3709,22.3709,1676304180000,3
450,22.365,22.365,22.365,22.365,22.365,1676304780000,1
139,22.365,22.365,22.365,22.365,22.365,1676305080000,1
250,22.333,22.33,22.33,22.33,22.33,1676305440000,6
100,22.355,22.355,22.355,22.355,22.355,1676306760000,1
370,22.3444,22.34,22.3495,22.3495,22.34,1676307060000,2
502,22.3699,22.3699,22.3699,22.3699,22.3699,1676308200000,2
450,22.3899,22.3899,22.3899,22.3899,22.3899,1676309220000,1
200,22.375,22.37,22.38,22.38,22.37,1676310840000,2
1037,22.365,22.365,22.365,22.365,22.365,1676311620000,1
200,22.3667,22.3667,22.3667,22.3667,22.3667,1676312520000,1
204,22.3701,22.37,22.37,22.37,22.37,1676312580000,4
265,22.3701,22.37,22.37,22.37,22.37,1676313000000,2
100,22.3999,22.3999,22.3999,22.3999,22.3999,1676314680000,1
100,22.3427,22.3427,22.3427,22.3427,22.3427,1676315460000,1
105,22.36,22.36,22.36,22.36,22.36,1676317620000,2
100,22.36,22.36,22.36,22.36,22.36,1676318160000,1
100,22.3299,22.3299,22.3299,22.3299,22.3299,1676320620000,1
351,22.3187,22.32,22.32,22.32,22.32,1676320740000,3
345,22.3113,22.31,22.31,22.31,22.31,1676320860000,5
1528,22.328,22.328,22.328,22.328,22.328,1676321100000,2
256,22.3089,22.31,22.31,22.31,22.31,1676321940000,9
246,22.3995,22.4,22.4,22.4,22.4,1676385000000,5
106,22.3653,22.365,22.365,22.365,22.365,1676385420000,2
233,22.3699,22.365,22.365,22.365,22.365,1676386140000,3
137,22.3376,22.34,22.34,22.34,22.34,1676386860000,4
129,22.3921,22.4,22.4,22.4,22.4,1676387160000,2
204,22.365,22.365,22.365,22.365,22.365,1676387460000,1
670,22.3713,22.3713,22.3713,22.3713,22.3713,1676387580000,1
225,22.3956,22.39,22.4,22.4,22.39,1676387820000,4
200,22.33,22.33,22.33,22.33,22.33,1676387940000,1
209,22.37,22.37,22.37,22.37,22.37,1676388060000,1
572,22.3888,22.39,22.3882,22.39,22.3882,1676388900000,2
274,22.3809,22.38,22.38,22.38,22.38,1676389560000,4
505,22.365,22.365,22.365,22.365,22.365,1676390040000,2
225,22.3995,22.3995,22.3995,22.3995,22.3995,1676391600000,1
225,22.3655,22.365,22.365,22.365,22.365,1676392320000,2
100,22.35,22.35,22.35,22.35,22.35,1676392680000,1
125,22.35,22.35,22.35,22.35,22.35,1676392920000,1
100,22.35,22.35,22.35,22.35,22.35,1676393100000,1
150,22.3666,22.35,22.35,22.35,22.35,1676393340000,2
100,22.35,22.35,22.35,22.35,22.35,1676393640000,1
100,22.35,22.35,22.35,22.35,22.35,1676393940000,1
5500,22.3546,22.35,22.35,22.36,22.35,1676394900000,14
29766,22.3524,22.35,22.35,22.36,22.35,1676394960000,83
100,22.36,22.36,22.36,22.36,22.36,1676395200000,1
100,22.36,22.36,22.36,22.36,22.36,1676396040000,1
250,22.36,22.36,22.36,22.36,22.36,1676396460000,2
114,22.35,22.35,22.35,22.35,22.35,1676397540000,4
100,22.33,22.33,22.33,22.33,22.33,1676397960000,1
2508,22.336,22.33,22.33,22.36,22.33,1676398440000,13
940,22.33,22.33,22.33,22.33,22.33,1676398500000,4
106,22.3326,22.3327,22.3327,22.3327,22.3327,1676398620000,3
305,22.3599,22.3599,22.3599,22.3599,22.3599,1676399460000,2
220,22.36,22.36,22.3599,22.36,22.3599,1676399940000,4
600,22.36,22.36,22.36,22.36,22.36,1676400060000,2
19506,22.3597,22.36,22.31,22.36,22.31,1676400360000,58
900,22.33,22.33,22.33,22.33,22.33,1676400600000,3
150,22.33,22.33,22.33,22.33,22.33,1676401380000,2
100,22.36,22.36,22.36,22.36,22.36,1676401500000,1
774,22.3475,22.36,22.336,22.36,22.336,1676403600000,5
309,22.3238,22.318,22.33,22.33,22.318,1676403660000,3
343,22.32,22.32,22.32,22.32,22.32,1676403840000,2
1800,22.3177,22.317,22.32,22.32,22.317,1676404440000,3
1244,22.3365,22.33,22.4,22.4,22.3172,1676404800000,11
692,22.3997,22.3999,22.399,22.4,22.399,1676405400000,3
100,22.2501,22.2501,22.2501,22.2501,22.2501,1676406060000,1
129,22.334,22.334,22.334,22.334,22.334,1676406720000,2
258,22.3633,22.36,22.36,22.36,22.36,1676406900000,4
1887,22.3364,22.335,22.335,22.335,22.335,1676407260000,5
2000,22.27,22.27,22.27,22.27,22.27,1676407560000,1
400,22.358,22.36,22.355,22.36,22.355,1676407980000,3
308,22.3994,22.4,22.4,22.4,22.4,1676408340000,3
100,22.54,22.54,22.54,22.54,22.54,1676412660000,1
1713,22.4701,22.47,22.47,22.47,22.47,1676471400000,6
251,22.42,22.42,22.42,22.42,22.42,1676472300000,3
815,22.42,22.42,22.42,22.42,22.42,1676472360000,3
126,22.42,22.42,22.42,22.42,22.42,1676472840000,2
374,22.4114,22.42,22.39,22.42,22.39,1676473200000,5
2225,22.45,22.45,22.45,22.45,22.45,1676474040000,1
313,22.4101,22.41,22.41,22.41,22.41,1676474700000,4
831,22.3878,22.4,22.384,22.4,22.384,1676475780000,5
100,22.39,22.39,22.39,22.39,22.39,1676476440000,1
278,22.3574,22.36,22.36,22.36,22.36,1676476740000,5
1742,22.375,22.375,22.375,22.375,22.375,1676477040000,2
933,22.3983,22.399,22.399,22.399,22.399,1676477460000,3
2100,22.4,22.4,22.4,22.4,22.4,1676477700000,1
402,22.4024,22.4024,22.4024,22.4024,22.4024,1676477820000,1
1612,22.3578,22.4024,22.3501,22.4024,22.35,1676478300000,9
900,22.3701,22.3701,22.3701,22.3701,22.3701,1676479500000,1
1153,22.3659,22.37,22.36,22.37,22.36,1676480400000,7
7228,22.3507,22.351,22.351,22.351,22.35,1676480820000,16
25044,22.37,22.37,22.37,22.37,22.37,1676480940000,1
200,22.4074,22.4499,22.365,22.4499,22.365,1676481180000,2
101,22.3658,22.365,22.365,22.365,22.365,1676481480000,2
100,22.365,22.365,22.365,22.365,22.365,1676482020000,1
310,22.3898,22.3903,22.3903,22.3903,22.3903,1676483280000,3
100,22.4447,22.4447,22.4447,22.4447,22.4447,1676484120000,1
374,22.3834,22.3834,22.3834,22.3834,22.3834,1676484180000,1
1000,22.4298,22.43,22.438,22.438,22.42,1676484540000,5
530,22.41,22.41,22.41,22.41,22.41,1676484720000,2
1366,22.41,22.41,22.41,22.41,22.41,1676484780000,1
101,22.4151,22.415,22.415,22.415,22.415,1676485560000,2
751,22.42,22.42,22.42,22.42,22.42,1676485680000,2
420,22.4105,22.41,22.41,22.41,22.41,1676486400000,6
1256,22.4413,22.4421,22.4421,22.4421,22.4421,1676487780000,5
509,22.43,22.43,22.43,22.43,22.43,1676488680000,4
129,22.43,22.43,22.43,22.43,22.43,1676489040000,1
100,22.43,22.43,22.43,22.43,22.43,1676490240000,1
163,22.4139,22.415,22.415,22.415,22.415,1676490780000,2
300,22.4206,22.4206,22.4206,22.4206,22.4206,1676493600000,1
411,22.3354,22.33,22.33,22.33,22.33,1676494740000,2
9257,22.56,22.56,22.56,22.56,22.56,1676557800000,5
5000,22.3501,22.3501,22.3501,22.3501,22.3501,1676558100000,2
896,22.49,22.49,22.49,22.49,22.49,1676558220000,3
904,22.4905,22.49,22.49,22.49,22.49,1676558280000,11
2756,22.4508,22.45,22.45,22.45,22.45,1676558400000,14
1000,22.44,22.44,22.44,22.44,22.44,1676558520000,2
1001,22.44,22.44,22.44,22.44,22.44,1676558580000,3
150,22.4461,22.4525,22.4525,22.4525,22.4525,1676558640000,2
1300,22.44,22.44,22.44,22.44,22.44,1676558820000,5
540,22.4385,22.44,22.44,22.44,22.44,1676558880000,2
224,22.4538,22.4538,22.4538,22.4538,22.4538,1676559060000,3
450,22.4317,22.43,22.4375,22.4375,22.43,1676559600000,2
180,22.438,22.438,22.438,22.438,22.438,1676559720000,3
500,22.43,22.43,22.43,22.43,22.43,1676560020000,1
100,22.43,22.43,22.43,22.43,22.43,1676560380000,1
222,22.45,22.45,22.45,22.45,22.45,1676560440000,1
1111,22.44,22.44,22.44,22.44,22.44,1676560740000,3
500,22.43,22.43,22.43,22.43,22.43,1676561040000,1
200,22.4899,22.4899,22.4899,22.4899,22.4899,1676561520000,1
447,22.4898,22.4899,22.4899,22.4899,22.4899,1676561820000,4
486,22.44,22.44,22.44,22.44,22.44,1676561880000,1
264,22.455,22.455,22.455,22.455,22.455,1676562540000,1
221,22.4201,22.42,22.4201,22.4201,22.42,1676562600000,5
1127,22.42,22.42,22.42,22.42,22.42,1676562660000,5
447,22.4511,22.45,22.455,22.455,22.45,1676562720000,3
1000,22.424,22.46,22.42,22.46,22.42,1676563500000,4
277,22.4501,22.45,22.45,22.45,22.45,1676563680000,2
100,22.45,22.45,22.45,22.45,22.45,1676563800000,1
101,22.45,22.45,22.45,22.45,22.45,1676564100000,2
100,22.45,22.45,22.45,22.45,22.45,1676564400000,1
100,22.45,22.45,22.45,22.45,22.45,1676564640000,1
105,22.4507,22.45,22.45,22.45,22.45,1676564700000,2
103,22.45,22.45,22.45,22.45,22.45,1676565000000,2
101,22.4504,22.45,22.45,22.45,22.45,1676565300000,2
4165,22.4677,22.44,22.47,22.47,22.44,1676565600000,2
100,22.45,22.45,22.45,22.45,22.45,1676565660000,1
1346,22.4672,22.4672,22.4672,22.4672,22.4672,1676565780000,2
110,22.47,22.47,22.47,22.47,22.47,1676566740000,1
301,22.4502,22.45,22.45,22.45,22.45,1676566980000,3
1940,22.478,22.4801,22.44,22.4801,22.44,1676567400000,2
2988,22.45,22.45,22.45,22.45,22.45,1676568240000,11
3758,22.4666,22.44,22.484,22.49,22.44,1676568360000,17
106,22.4506,22.45,22.45,22.45,22.45,1676569200000,4
587,22.4525,22.45,22.4575,22.4575,22.45,1676574060000,4
100,22.472,22.472,22.472,22.472,22.472,1676574840000,1
402,22.4997,22.4999,22.4999,22.4999,22.4999,1676574900000,3
100,22.45,22.45,22.45,22.45,22.45,1676575020000,1
650,22.4999,22.4999,22.4999,22.4999,22.4999,1676575800000,1
101,22.4501,22.45,22.45,22.45,22.45,1676576160000,2
3010,22.4848,22.4848,22.4848,22.4848,22.4848,1676577000000,1
3376,22.4826,22.45,22.4836,22.4836,22.45,1676578260000,3
120,22.45,22.45,22.45,22.45,22.45,1676578680000,1
1774,22.4201,22.42,22.42,22.4201,22.42,1676578800000,6
7882,22.4815,22.45,22.42,22.4836,22.42,1676578920000,4
200,22.455,22.455,22.455,22.455,22.455,1676579520000,1
301,22.4532,22.45,22.455,22.455,22.45,1676580720000,3
924,22.4296,22.44,22.41,22.44,22.41,1676581140000,4
306,22.4,22.4,22.4,22.4,22.4,1676644200000,1
700,22.38,22.38,22.38,22.38,22.38,1676644380000,1
608,22.5876,22.5876,22.5876,22.5876,22.5876,1676644740000,1
613,22.3949,22.4,22.4,22.4,22.4,1676644920000,7
100,22.4383,22.4383,22.4383,22.4383,22.4383,1676645220000,1
1252,22.5698,22.57,22.57,22.57,22.57,1676645580000,3
806,22.444,22.4459,22.4459,22.4459,22.4459,1676645820000,5
439,22.3731,22.375,22.375,22.375,22.375,1676646000000,3
4700,22.3993,22.4,22.4,22.4,22.383,1676646180000,5
2509,22.4,22.4,22.4,22.4,22.4,1676647140000,6
1664,22.4053,22.4,22.59,22.59,22.381,1676647620000,6
1007,22.4984,22.511,22.406,22.511,22.406,1676647680000,3
300,22.485,22.485,22.485,22.485,22.485,1676648520000,1
500,22.4595,22.4595,22.4595,22.4595,22.4595,1676649660000,1
200,22.422,22.422,22.422,22.422,22.422,1676650740000,1
406,22.3869,22.4,22.38,22.4,22.38,1676650860000,3
446,22.5011,22.4635,22.4635,22.4635,22.4635,1676651400000,9
1191,22.4895,22.4928,22.48,22.4928,22.48,1676651700000,5
4930,22.5153,22.57,22.5142,22.57,22.5142,1676652720000,3
500,22.47,22.47,22.47,22.47,22.47,1676653440000,2
3584,22.5044,22.5084,22.51,22.51,22.5,1676656860000,4
903,22.5299,22.54,22.54,22.54,22.54,1676657760000,13
675,22.5355,22.51,22.5399,22.54,22.51,1676658180000,8
363,22.53,22.53,22.53,22.53,22.53,1676658360000,1
101,22.5091,22.51,22.51,22.51,22.51,1676659920000,2
411,22.5482,22.5482,22.5482,22.5482,22.5482,1676661300000,1
100,22.505,22.505,22.505,22.505,22.505,1676661900000,1
613,22.53,22.53,22.53,22.53,22.53,1676662620000,1
250,22.53,22.53,22.53,22.53,22.53,1676663340000,4
1167,22.53,22.53,22.53,22.53,22.53,1676663820000,2
302,22.5334,22.53,22.53,22.54,22.53,1676664240000,5
477,22.55,22.55,22.55,22.55,22.55,1676664360000,1
267,22.5537,22.555,22.555,22.555,22.555,1676665380000,3
150,22.5588,22.5588,22.5588,22.5588,22.5588,1676665500000,1
106,22.5598,22.56,22.56,22.56,22.56,1676665560000,4
1179,22.5927,22.56,22.6,22.6,22.56,1676665620000,13
819,22.6011,22.602,22.6,22.602,22.6,1676666280000,4
1004,22.5931,22.6,22.59,22.6,22.59,1676666400000,5
100,22.5675,22.5675,22.5675,22.5675,22.5675,1676666700000,1
1000,22.6,22.6,22.6,22.6,22.6,1676667180000,1
1186,22.6,22.6,22.6,22.6,22.6,1676667240000,2
240,22.6,22.6,22.6,22.6,22.6,1676667540000,1
640,23.1653,23.18,23.16,23.18,23.16,1676668260000,5
3218,22.604,22.63,22.6,22.63,22.6,1676668740000,4
3149,22.3536,22.5,22.22,22.5,22.22,1676989800000,47
225,22.3603,22.36,22.36,22.36,22.36,1676990340000,4
181,22.3,22.3,22.3,22.3,22.3,1676990880000,2
100,22.32,22.32,22.32,22.32,22.32,1676991000000,1
343,22.3,22.3,22.3,22.3,22.3,1676991060000,2
242,22.3179,22.3199,22.3199,22.3199,22.3199,1676992200000,3
1152,22.2874,22.29,22.29,22.29,22.29,1676992320000,10
101,22.2482,22.2483,22.2483,22.2483,22.2483,1676992800000,2
700,22.2592,22.26,22.2625,22.2625,22.26,1676992980000,3
450,22.2811,22.2811,22.2811,22.2811,22.2811,1676993760000,1
449,22.28,22.28,22.28,22.28,22.28,1676994120000,1
450,22.2725,22.2725,22.2725,22.2725,22.2725,1676994240000,2
225,22.2792,22.2792,22.2792,22.2792,22.2792,1676994540000,1
100,22.27,22.27,22.27,22.27,22.27,1676995020000,1
531,22.27,22.27,22.27,22.27,22.27,1676995200000,2
1750,22.2618,22.26,22.262,22.262,22.26,1676995320000,2
100,22.2709,22.2709,22.2709,22.2709,22.2709,1676995620000,1
100,22.26,22.26,22.26,22.26,22.26,1676995800000,1
417,22.3099,22.3099,22.3099,22.3099,22.3099,1676995860000,1
2951,22.24,22.24,22.24,22.24,22.24,1676995920000,1
148,22.2501,22.25,22.25,22.25,22.25,1676996580000,2
640,22.23,22.23,22.23,22.23,22.23,1676997480000,1
639,22.215,22.215,22.215,22.215,22.215,1676997780000,1
100,22.2299,22.2299,22.2299,22.2299,22.2299,1676997960000,1
100,22.21,22.21,22.21,22.21,22.21,1676998080000,1
200,22.2221,22.2221,22.2221,22.2221,22.2221,1676998260000,2
100,22.22,22.22,22.22,22.22,22.22,1676998380000,1
468,22.21,22.21,22.21,22.21,22.21,1676998680000,4
386,22.2,22.2,22.2,22.2,22.2,1676998920000,2
350,22.2107,22.215,22.2001,22.215,22.2001,1677000000000,4
102,22.21,22.21,22.21,22.21,22.21,1677000300000,3
100,22.2125,22.2125,22.2125,22.2125,22.2125,1677000420000,1
200,22.2,22.2,22.2,22.2,22.2,1677001800000,1
200,22.2299,22.2299,22.2299,22.2299,22.2299,1677001860000,1
500,22.2299,22.2299,22.2299,22.2299,22.2299,1677002700000,1
225,22.2178,22.215,22.22,22.22,22.215,1677003420000,3
240,22.214,22.2136,22.2136,22.2136,22.2136,1677003840000,4
230,22.21,22.21,22.21,22.21,22.21,1677004260000,3
153,22.2,22.2,22.2,22.2,22.2,1677005040000,9
800,22.1888,22.18,22.2,22.2,22.18,1677005100000,7
203,22.1759,22.1759,22.1759,22.1759,22.1759,1677005520000,1
452,22.1601,22.16,22.16,22.16,22.16,1677006360000,3
1541,22.21,22.21,22.21,22.21,22.21,1677006540000,2
1311,22.1802,22.1868,22.17,22.1868,22.17,1677006660000,11
300,22.14,22.14,22.14,22.14,22.14,1677007080000,3
100,22.14,22.14,22.14,22.14,22.14,1677007920000,1
100,22.1599,22.1599,22.1599,22.1599,22.1599,1677007980000,1
9008,22.1495,22.1495,22.1495,22.1495,22.1495,1677008040000,2
202,22.1491,22.15,22.1482,22.15,22.1482,1677008400000,4
200,22.1499,22.1499,22.1499,22.1499,22.1499,1677008640000,1
226,22.1476,22.1496,22.1496,22.1496,22.1496,1677008700000,4
323,22.1504,22.15,22.15,22.15,22.15,1677009180000,5
450,22.17,22.17,22.17,22.17,22.17,1677009360000,1
114,22.1529,22.1529,22.1529,22.1529,22.1529,1677009600000,1
162,22.1375,22.1315,22.1315,22.1315,22.1315,1677009900000,2
500,22.1683,22.17,22.17,22.17,22.17,1677010500000,2
1000,22.17,22.17,22.17,22.17,22.17,1677010560000,3
519,22.2099,22.2099,22.2099,22.2099,22.2099,1677010620000,1
4504,22.2099,22.2099,22.2099,22.2099,22.2099,1677011760000,4
106,22.1708,22.17,22.17,22.17,22.17,1677012660000,3
232,22.1655,22.16,22.17,22.17,22.16,1677012900000,4
232,22.1506,22.15,22.15,22.15,22.15,1677013140000,3
5334,22.0066,22.01,22.0001,22.01,22.0001,1677076200000,14
1001,22.255,22.255,22.255,22.255,22.255,1677076440000,2
1000,22.245,22.245,22.245,22.245,22.245,1677076680000,1
4000,22.2499,22.2499,22.2499,22.2499,22.2499,1677078060000,1
100,22.1553,22.1553,22.1553,22.1553,22.1553,1677078720000,1
3000,22.0346,22.12,22.0317,22.12,22.0317,1677079440000,2
110,22.15,22.15,22.15,22.15,22.15,1677079800000,1
106,22.15,22.15,22.15,22.15,22.15,1677080040000,1
201,22.1999,22.1999,22.1999,22.1999,22.1999,1677080280000,2
300,22.1333,22.12,22.1399,22.14,22.12,1677081840000,3
145,22.134,22.134,22.134,22.134,22.134,1677082320000,1
201,22.1194,22.13,22.1087,22.13,22.1087,1677082560000,3
100,22.12,22.12,22.12,22.12,22.12,1677084720000,1
163,22.1194,22.1188,22.1188,22.1188,22.1188,1677085260000,3
128,22.12,22.12,22.12,22.12,22.12,1677086340000,1
600,22.1417,22.14,22.15,22.15,22.14,1677087180000,2
657,22.149,22.15,22.15,22.15,22.15,1677087300000,3
200,22.14,22.14,22.14,22.14,22.14,1677088320000,1
322,22.145,22.1472,22.1472,22.1472,22.1472,1677090060000,2
125,22.15,22.15,22.15,22.15,22.15,1677090180000,1
107,22.14,22.14,22.14,22.14,22.14,1677090720000,3
100,22.145,22.145,22.145,22.145,22.145,1677091020000,1
200,22.14,22.14,22.14,22.14,22.14,1677091920000,1
536,22.1381,22.14,22.13,22.14,22.13,1677092580000,3
122,22.1282,22.13,22.13,22.13,22.13,1677092760000,2
193,22.1295,22.13,22.13,22.13,22.13,1677094320000,2
500,22.08,22.08,22.08,22.08,22.08,1677095760000,1
803,22.1009,22.105,22.1025,22.105,22.1,1677098040000,5
218,22.0599,22.06,22.06,22.06,22.06,1677098640000,6
187,22.0301,22.03,22.03,22.03,22.03,1677099540000,3
193,22.0146,22.01,22.01,22.01,22.01,1677162600000,6
200,22.0848,22.0848,22.0848,22.0848,22.0848,1677163020000,1
380,22.1,22.1,22.1,22.1,22.1,1677163260000,1
101,22.1396,22.14,22.14,22.14,22.14,1677163380000,2
3500,22.0789,22.0789,22.0789,22.0789,22.0789,1677163620000,1
2847,22.1499,22.15,22.15,22.15,22.15,1677164040000,6
