,EUR,JPY,BGN,CZK,DKK,GBP,HUF,PLN,RON,SEK,CHF,ISK,NOK,HRK,RUB,TRY,AUD,BRL,CAD,CNY,HKD,IDR,INR,KRW,MXN,MYR,NZD,PHP,SGD,THB,ZAR,ILS,USD
0,0.8800492827598345,112.82231804981078,1.7212003872216843,22.464137991727537,6.544750506028337,0.7495643756050339,321.8164217196163,4.104461849863592,4.3571239989439405,9.052186922467657,0.9178914019185073,129.36724456569567,9.046466602129719,6.628091173105694,74.46299392765995,13.142831998591921,1.3991023497315849,5.611370236733256,1.2776555487107277,6.371116782539821,7.797324650180409,14325.046202587344,75.0923171697615,1188.3217460177768,21.56639971838423,4.202499339963038,1.4647540262254686,50.40130247293848,1.3659244917715392,33.69004664261198,16.040570271935227,,
1,0.8868393047179851,113.70166725789288,1.7344803121674353,22.766051791415396,6.595157857396241,0.7501152891096133,326.871230932955,4.164774742816602,4.3896771904930825,9.125842497339482,0.9258602341255765,130.36537779354381,9.0581766583895,6.67701312522171,74.50966654842144,12.696523589925505,1.3996097907059242,5.603405462930117,1.2736786094359702,6.385420361830437,7.799751684994679,14361.280595956014,75.08291947499113,1192.5594182334162,21.878325647392696,4.238471089038667,1.467896417169209,50.360943597020224,1.369368570415041,33.68038311457964,16.185615466477476,,
2,0.885661146045523,114.09086883358427,1.732176069435834,22.72783632982021,6.586219112567531,0.7494464617837215,326.419271986538,4.172969621822691,4.38384554069613,9.086883358427066,0.9251616331591533,130.5464529271101,8.999468603312373,6.66265166947126,75.2548047117173,12.190417146399788,1.3989017801789034,5.604995128863696,1.2750863519617395,6.389956602603844,7.797803560357808,14390.833407138429,74.87335045611549,1194.668319900806,21.696395359135593,4.239039943317686,1.4647064033300858,50.480028341156675,1.370117792932424,33.660437516606144,16.158710477371358,,
3,0.885661146045523,114.09086883358427,1.732176069435834,22.72783632982021,6.586219112567531,0.7494464617837215,326.419271986538,4.172969621822691,4.38384554069613,9.086883358427066,0.9251616331591533,130.5464529271101,8.999468603312373,6.66265166947126,75.2548047117173,12.190417146399788,1.3989017801789034,5.604995128863696,1.2750863519617395,6.389956602603844,7.797803560357808,14390.833407138429,74.87335045611549,1194.668319900806,21.696395359135593,4.239039943317686,1.4647064033300858,50.480028341156675,1.370117792932424,33.660437516606144,16.158710477371358,,
4,0.885661146045523,114.09086883358427,1.732176069435834,22.72783632982021,6.586219112567531,0.7494464617837215,326.419271986538,4.172969621822691,4.38384554069613,9.086883358427066,0.9251616331591533,130.5464529271101,8.999468603312373,6.66265166947126,75.2548047117173,12.190417146399788,1.3989017801789034,5.604995128863696,1.2750863519617395,6.389956602603844,7.797803560357808,14390.833407138429,74.87335045611549,1194.668319900806,21.696395359135593,4.239039943317686,1.4647064033300858,50.480028341156675,1.370117792932424,33.660437516606144,16.158710477371358,,
5,0.8910273545397843,115.30784995099349,1.7426713000089102,22.698921856901006,6.625857613828744,0.7510915085093112,326.65953844783036,4.1576227390180875,4.410050788559208,9.067094359796846,0.933796667557694,130.9810211173483,8.9686358371202,6.702753274525527,74.76387775104695,12.0056134723336,1.392408446939321,5.581662657043571,1.2673082063619352,6.386527666399358,7.797736790519469,14287.276129377171,74.49648044194956,1191.3392141138731,21.531408714247526,4.229528646529449,1.4607502450325223,50.29938519112537,1.3677269892185688,33.40996168582375,15.876058094983513,,
6,0.892379082634303,115.17044440478315,1.7453150098161698,22.756558986257364,6.636355523826522,0.7490183830091023,329.42173835445294,4.176512582545065,4.416651793681956,9.093789041584865,0.9355702302338033,130.8227735141888,8.946992682491523,6.709798322327324,74.78913082277352,12.049080849544886,1.3875602355880776,5.595663037658397,1.2695877208638229,6.3894342316616095,7.796894520792432,14294.351240406924,74.4592182759236,1188.2116723184008,21.268070676423342,4.210512225593432,1.4507406746385862,50.42298768516866,1.3680171336783864,33.36516152061396,15.891308227735141,,
7,0.8881783462119194,114.8947508659739,1.737099209521272,22.59969801936229,6.604849453770318,0.7477129407585044,329.43423039346305,4.185007549515944,4.396038724575895,8.999911182165379,0.9318767208455457,131.09512390087932,8.944844124700241,6.682653876898482,75.05124789057643,12.550492938982147,1.3838706812327917,5.621991295852207,1.2722266631139534,6.389821476152412,7.793232081001866,14272.297717381653,74.46442845723422,1190.6918909316992,21.11848299138467,4.199040767386091,1.4424904520827784,50.731858957278625,1.3661071143085532,33.106847855049296,15.85309530153655,,
8,0.8866820358219543,114.1071111899273,1.7341727256605783,22.497783294910448,6.59407696400071,0.7441301649228588,327.2920730625998,4.165986877105871,4.388721404504345,8.980315658804754,0.9269374002482711,131.40627770881363,8.930218123780813,6.6665188863273634,74.91328249689661,11.235502748714312,1.3771945380386594,5.589909558432346,1.2641425784713602,6.381893952828516,7.791718389785423,14254.131938286931,74.35006206774251,1187.0189749955666,20.912839155878704,4.185493881893953,1.4271147366554353,50.6703316190814,1.3616776024117754,32.910090441567654,15.765117928710767,,
9,0.8872327211427558,113.76097950492414,1.7352497560110016,22.54724514240085,6.597994854050218,0.7446366782006921,326.3241948363056,4.153846153846154,4.391358353296069,8.957501552657263,0.9282228728595511,131.1329961848993,8.915180551858752,6.668441132108952,73.47387099636234,11.112323662496673,1.3823973028125278,5.561174696122793,1.264661520716884,6.390471120574927,7.792742436341053,14289.3620796735,74.2529500487978,1193.0086061573952,20.817762399077278,4.1834797267323225,1.4282672344956082,50.6370330937805,1.3613698873214444,32.80010646792654,15.749534202821401,,
